package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
astor;47751369;https://github.com/berkerpeksag/astor;499;2020-01-08;2;;23;67;67;215;25;;;https://libraries.io/pypi/astor;18;60;1880
backcall;47450039;https://github.com/takluyver/backcall;10;2020-06-09;;;0;5;5;157;2;;;https://libraries.io/pypi/backcall;16;18;3840
backports-functools-lru-cache;47009533;https://github.com/jaraco/backports.functools_lru_cache;31;2019-11-02;;;1;10;10;85;6;;;https://libraries.io/pypi/backports.functools-lru-cache;13;17;189
simplegeneric;46608754;;;;;;;;;;;;;https://libraries.io/pypi/simplegeneric;11;12;11000
cython;46387233;;;;;;;;;;;;;https://libraries.io/pypi/Cython;21;223;13700
alembic;45658319;;;;;;;;;;;;;https://libraries.io/pypi/alembic;21;129;10700
azure-devops;45341674;https://github.com/Microsoft/vsts-python-api;211;2020-08-15;10;24;37;128;;;10;;;https://libraries.io/pypi/azure-devops;12;4;2
pycryptodomex;45288025;https://github.com/Legrandin/pycryptodome;1297;2020-06-22;32;;36;299;100;19;54;14316;831;https://libraries.io/pypi/pycryptodomex;15;104;771
msgpack;45176561;https://github.com/msgpack/msgpack-python;1311;2020-07-30;7;;3;207;100;54;53;22808;499;https://libraries.io/pypi/msgpack;20;216;1320
greenlet;44581244;https://github.com/python-greenlet/greenlet;1158;2020-07-21;4;;23;72;72;62;42;40273;291;https://libraries.io/pypi/greenlet;20;66;9890
smart-open;44452160;https://github.com/piskvorky/smart_open;1740;2020-07-21;11;64;59;203;;;57;;;https://libraries.io/pypi/smart-open;17;15;320
xmltodict;44343875;https://github.com/martinblech/xmltodict;4059;2020-04-24;2;;49;132;100;64;37;14275;901;https://libraries.io/pypi/xmltodict;22;326;4120
google-pasta;42471846;https://github.com/google/pasta;213;2020-06-19;4;;5;33;33;56;9;;;https://libraries.io/pypi/google-pasta;14;1;456
backports-shutil-get-terminal-size;42326449;https://github.com/chrippa/backports.shutil_get_terminal_size;9;2016-02-21;;;3;6;6;136;3;;;https://libraries.io/pypi/backports.shutil_get_terminal_size;13;19;581
google-cloud-logging;42104178;https://github.com/googleapis/python-logging;8;2020-08-12;38;10;25;11;11;45;34;7748;53;https://libraries.io/pypi/google-cloud-logging;16;29;348
elasticsearch;42078197;https://github.com/elastic/elasticsearch-py;2918;2020-08-20;13;;55;753;100;17;151;15587;602;https://libraries.io/pypi/elasticsearch;21;203;5290
tensorflow-transform;41983356;https://github.com/tensorflow/transform;827;2020-08-17;11;58;33;104;100;67;25;309;7;https://libraries.io/pypi/tensorflow-transform;7;0;42
python-editor;41673231;https://github.com/fmoo/python-editor;52;2019-05-03;;;5;10;10;197;8;43538;74;https://libraries.io/pypi/python-editor;17;16;5830
ansible;41640560;https://github.com/ansible/ansible;44440;2020-08-20;500;;1700;26182;100;1;5000;12527;278;https://libraries.io/pypi/ansible;24;78;3830
gitdb2;41301813;https://github.com/gitpython-developers/gitdb;103;2020-06-15;2;;6;25;25;103;18;3208;51;https://libraries.io/pypi/gitdb2;17;23;1030
tzlocal;41236088;https://github.com/regebro/tzlocal;119;2020-05-08;1;;5;41;40;97;18;17648;548;https://libraries.io/pypi/tzlocal;19;230;3010
msrestazure;41223003;https://github.com/Azure/msrestazure-for-python;16;2020-06-29;5;;11;57;57;140;16;1817;188;https://libraries.io/pypi/msrestazure;17;128;420
distro;41191229;https://github.com/nir0s/distro;141;2020-05-29;5;101;27;99;99;74;23;5165;188;https://libraries.io/pypi/distro;19;66;447
importlib-resources;40979008;;;;;;;;;;;;;https://libraries.io/pypi/importlib-resources;10;39;0
grpc-google-iam-v1;40843574;https://github.com/googleapis/googleapis;2935;2020-08-21;42;;;;;;39;;;https://libraries.io/pypi/grpc-google-iam-v1;15;21;162
jsonpickle;40491554;https://github.com/jsonpickle/jsonpickle;833;2020-04-24;8;;60;162;100;131;45;;;https://libraries.io/pypi/jsonpickle;20;195;1670
backports-abc;40318390;https://github.com/cython/backports_abc;5;2016-11-12;;;0;5;5;1;3;;;https://libraries.io/pypi/backports_abc;12;7;395
functools32;39780086;https://github.com/MiCHiLU/python-functools32;48;2015-07-11;;;6;0;;;2;;;https://libraries.io/pypi/functools32;14;45;3180
tensorflow-serving-api;39306344;;;;;;;;;;;;;https://libraries.io/pypi/tensorflow-serving-api;8;0;86
ruamel-yaml;39226030;;;;;;;;;;;;;https://libraries.io/pypi/ruamel.yaml;16;407;2050
pyspark;39033003;;;;;;;;;;;;;https://libraries.io/pypi/pyspark;22;59;380
websockets;38953034;https://github.com/aaugustin/websockets;2893;2020-07-27;9;;46;541;100;16;42;20778;627;https://libraries.io/pypi/websockets;20;128;2160
nltk;38602266;;;;;;;;;;;;;https://libraries.io/pypi/nltk;15;206;10500
gevent;38468557;;;;;;;;;;;;;https://libraries.io/pypi/gevent;24;329;14000
gensim;38300651;https://github.com/igrigorik/ga-beacon;3421;2020-06-27;;;4;46;46;40;17;;;https://libraries.io/pypi/gensim;12;31;2370
cached-property;38293555;https://github.com/pydanny/cached-property;527;2020-07-03;2;142;25;20;18;482;18;7589;396;https://libraries.io/pypi/cached-property;20;91;1050
ply;37711908;;;;;;;;;;;;;https://libraries.io/pypi/ply;13;150;3350
s3fs;37487297;;;;;;;;;;;;;https://libraries.io/pypi/s3fs;16;21;224
monotonic;37082781;https://github.com/atdt/monotonic;62;2018-05-03;;174;1;13;13;49;13;7931;111;https://libraries.io/pypi/monotonic;15;49;766
singledispatch;36590927;;;;;;;;;;;;;https://libraries.io/pypi/singledispatch;13;45;5210
smmap2;35953232;https://github.com/gitpython-developers/smmap;46;2020-05-05;1;;4;14;13;158;14;3174;37;https://libraries.io/pypi/smmap2;18;18;984
pathspec;35429570;https://github.com/cpburnz/python-path-specification;70;2020-04-09;1;;5;16;16;28;15;;;https://libraries.io/pypi/pathspec;19;38;1020
azure-core;34653021;;;;;;;;;;;;;https://libraries.io/pypi/azure-core;15;26;7
marshmallow;34084194;https://github.com/marshmallow-code/marshmallow;4926;2020-08-17;35;;85;853;100;11;154;17686;725;https://libraries.io/pypi/marshmallow;24;342;9090
bs4;33341985;;;;;;;;;;;;;https://libraries.io/pypi/bs4;17;551;6110
tfx-bsl;33141586;https://github.com/tensorflow/tfx-bsl;20;2020-08-18;17;28;1;3;3;72;4;51;5;https://libraries.io/pypi/tfx-bsl;5;0;0
nose;33067233;;;;;;;;;;;;;https://libraries.io/pypi/nose;24;358;43200
subprocess32;32906284;https://github.com/google/python-subprocess32;160;2020-06-16;3;;0;36;35;180;6;;;https://libraries.io/pypi/subprocess32;19;51;1220
slackclient;32882324;https://github.com/slackapi/python-slackclient;2854;2020-08-20;10;51;30;383;100;34;97;7446;280;https://libraries.io/pypi/slackclient;20;104;1860
selenium;32199432;https://github.com/SeleniumHQ/Selenium;18428;2020-08-21;279;22;324;6349;100;2;529;63057;1421;https://libraries.io/pypi/selenium;25;535;14200
opencv-python;32106047;https://github.com/skvark/opencv-python;1461;2020-08-17;11;37;16;312;100;21;21;;;https://libraries.io/pypi/opencv-python;18;4;6280
html5lib;31965743;https://github.com/html5lib/html5lib-python;853;2020-08-08;18;;73;157;100;126;51;67235;587;https://libraries.io/pypi/html5lib;21;184;14500
qtpy;31819108;https://github.com/spyder-ide/qtpy;432;2020-06-19;8;;18;69;69;96;27;21043;172;https://libraries.io/pypi/QtPy;19;35;909
pytest-runner;31776259;https://github.com/ambv/black;17209;2020-08-20;26;44;309;797;;;189;27139;1799;https://libraries.io/pypi/pytest-runner;17;27;2270
applicationinsights;31694587;https://github.com/Microsoft/ApplicationInsights-Python;110;2019-09-09;3;95;42;39;39;112;31;;;https://libraries.io/pypi/applicationinsights;14;20;116
toolz;31554457;;;;;;;;;;;;;https://libraries.io/pypi/toolz;18;103;2760
mypy;31542985;;;;;;;;;;;;;https://libraries.io/pypi/mypy;13;51;3040
xlsxwriter;31284440;https://github.com/jmcnamara/XlsxWriter;2322;2020-08-17;12;;22;632;100;10;38;24156;519;https://libraries.io/pypi/XlsxWriter;21;123;3090
sentry-sdk;30997073;https://github.com/getsentry/sentry-python;729;2020-08-20;38;7;104;273;100;17;61;5752;285;https://libraries.io/pypi/sentry-sdk;19;124;493
snowballstemmer;30987151;https://github.com/snowballstem/snowball;441;2020-04-07;8;;10;40;40;211;22;33688;166;https://libraries.io/pypi/snowballstemmer;19;17;6590
pandas-gbq;30979943;https://github.com/pydata/pandas-gbq;215;2020-05-14;4;51;31;141;100;87;26;1192;45;https://libraries.io/pypi/pandas-gbq;13;2;216
sortedcontainers;30979323;https://github.com/quantopian/zipline;11696;2020-08-18;65;106;275;639;100;73;117;558;12;https://libraries.io/pypi/sortedcontainers;15;109;1610
text-unidecode;30908775;;;;;;;;;;;;;https://libraries.io/pypi/text-unidecode;15;14;1320
xgboost;30598568;https://github.com/dmlc/xgboost;19617;2020-08-21;63;91;232;3364;100;9;449;8721;302;https://libraries.io/pypi/xgboost;18;0;796
kombu;30403254;;;;;;;;;;;;;https://libraries.io/pypi/kombu;15;77;7800
amqp;30314544;http://github.com/celery/py-amqp;232;2020-08-19;9;51;21;120;100;139;74;23677;116;https://libraries.io/pypi/amqp;20;33;6330
netaddr;30289981;;;;;;;;;;;;;https://libraries.io/pypi/netaddr;20;181;4400
tensorflow-model-analysis;29986760;https://github.com/tensorflow/model-analysis;976;2020-08-19;24;32;11;25;25;92;30;;;https://libraries.io/pypi/tensorflow-model-analysis;7;0;10
kubernetes;29639997;https://github.com/kubernetes-client/python;2955;2020-07-30;16;25;92;683;100;52;69;7803;283;https://libraries.io/pypi/kubernetes;20;123;678
openpyxl;29625924;;;;;;;;;;;;;https://libraries.io/pypi/openpyxl;15;315;4890
tensorflow-data-validation;29583695;https://github.com/tensorflow/data-validation;476;2020-08-19;19;45;36;63;63;41;17;163;6;https://libraries.io/pypi/tensorflow-data-validation;7;0;9
fsspec;29566331;http://github.com/intake/filesystem_spec;112;2020-08-20;33;;46;112;100;27;43;4876;66;https://libraries.io/pypi/fsspec;15;9;68
pydata-google-auth;29560903;https://github.com/pydata/pydata-google-auth;22;2020-04-24;7;81;7;10;10;82;15;;;https://libraries.io/pypi/pydata-google-auth;12;1;7
thrift;29440782;;;;;;;;;;;;;https://libraries.io/pypi/thrift;14;42;1600
mozrunner;29375030;;;;;;;;;;;;;https://libraries.io/pypi/mozrunner;8;3;241
keras;29354135;https://github.com/keras-team/keras;49330;2020-06-24;82;39;3100;7179;100;11;864;56513;1096;https://libraries.io/pypi/Keras;25;62;7500
ruamel-yaml-clib;29312289;;;;;;;;;;;;;https://libraries.io/pypi/ruamel.yaml.clib;9;6;121
plotly;29028634;https://github.com/plotly/plotly.py;7618;2020-08-18;;23;614;974;100;11;130;30376;735;https://libraries.io/pypi/plotly;14;89;2490
celery;28916875;https://github.com/celery/celery;15625;2020-08-19;83;20;390;3825;100;16;866;39301;1023;https://libraries.io/pypi/celery;23;285;14100
snowflake-connector-python;28597587;https://github.com/snowflakedb/snowflake-connector-python;129;2020-08-20;14;16;50;129;100;22;20;414;48;https://libraries.io/pypi/snowflake-connector-python;8;13;46
ijson;28553129;https://github.com/ICRAR/ijson;168;2020-08-14;33;;0;23;23;2;;1445;84;https://libraries.io/pypi/ijson;16;31;357
billiard;28155445;https://github.com/celery/billiard;301;2020-07-26;4;54;53;139;100;87;70;22943;89;https://libraries.io/pypi/billiard;17;23;5870
apache-beam;28138386;;;;;;;;;;;;;https://libraries.io/pypi/apache-beam;11;5;93
jdcal;28010802;https://github.com/phn/jdcal;25;2020-05-28;;;1;4;4;447;8;29989;75;https://libraries.io/pypi/jdcal;15;9;2680
mysqlclient;27927106;https://github.com/PyMySQL/mysqlclient-python;1784;2020-07-04;12;27;5;229;100;11;53;;;https://libraries.io/pypi/mysqlclient;17;0;6770
sphinx;27782814;https://github.com/sphinx-doc/sphinx;3449;2020-08-16;;;666;4180;100;5;492;96854;6966;https://libraries.io/pypi/Sphinx;27;503;52300
sklearn;27713381;;;;;;;;;;;;;https://libraries.io/pypi/sklearn;8;5;3030
unidecode;27691637;https://github.com/miurahr/unihandecode;48;2020-07-23;2;195;0;18;18;358;2;;;https://libraries.io/pypi/Unidecode;15;93;6620
google-cloud-pubsub;27449252;https://github.com/googleapis/python-pubsub;39;2020-08-07;76;4;19;70;70;72;51;2439;102;https://libraries.io/pypi/google-cloud-pubsub;20;39;421
mozlog;27227393;;;;;;;;;;;;;https://libraries.io/pypi/mozlog;10;11;307
virtualenv-clone;27163899;https://github.com/edwardgeorge/virtualenv-clone;164;2020-03-26;;;11;17;17;119;16;18181;21;https://libraries.io/pypi/virtualenv-clone;17;9;2480
gcsfs;26861318;https://github.com/dask/gcsfs;144;2020-08-10;11;;37;115;100;47;32;6658;33;https://libraries.io/pypi/gcsfs;15;7;102
et-xmlfile;26691024;;;;;;;;;;;;;https://libraries.io/pypi/et_xmlfile;11;6;865
mypy-extensions;26525728;https://github.com/python/mypy_extensions;77;2019-10-17;2;;2;8;8;2;17;;;https://libraries.io/pypi/mypy-extensions;6;0;0
lockfile;26467780;;;;;;;;;;;;;https://libraries.io/pypi/lockfile;12;79;2710
djangorestframework;26337218;https://github.com/encode/django-rest-framework;18543;2020-08-20;73;28;179;3335;100;5;1001;142665;1496;https://libraries.io/pypi/djangorestframework;25;516;24600
tox;26306978;https://github.com/tox-dev/tox;1828;2020-08-20;40;14;138;872;100;35;197;31645;2765;https://libraries.io/pypi/tox;21;122;18200
lightgbm;26209838;https://github.com/microsoft/LightGBM;11384;2020-08-19;41;67;54;1767;100;10;165;3490;170;https://libraries.io/pypi/lightgbm;17;9;278
argcomplete;26111795;https://github.com/kislyuk/argcomplete;890;2020-08-04;6;30;29;132;100;186;46;6287;397;https://libraries.io/pypi/argcomplete;21;187;1410
shapely;25988297;https://github.com/Toblerity/Shapely;1949;2020-08-20;14;;98;547;100;16;98;11196;749;https://libraries.io/pypi/Shapely;18;4;2730
oscrypto;25642714;https://github.com/wbond/oscrypto;243;2020-07-28;9;;13;23;23;65;8;262;23;https://libraries.io/pypi/oscrypto;16;11;40
opt-einsum;25530119;https://github.com/dgasmith/opt_einsum;314;2020-08-19;4;99;22;57;57;59;15;;;https://libraries.io/pypi/opt-einsum;14;3;148
arrow;25462978;https://github.com/arrow-py/arrow;6230;2020-08-20;13;65;45;312;100;88;197;13688;814;https://libraries.io/pypi/arrow;23;322;3710
pyodbc;25334124;https://github.com/mkleehammer/pyodbc;1818;2020-02-08;2;74;179;489;100;15;30;;;https://libraries.io/pypi/pyodbc;19;71;1630
statsmodels;25332728;https://github.com/statsmodels/statsmodels;5453;2020-08-20;121;95;1800;2170;100;8;243;26830;899;https://libraries.io/pypi/statsmodels;19;6;3330
databricks-cli;25209531;https://github.com/databricks/databricks-cli;154;2020-08-20;4;51;56;35;35;64;42;461;12;https://libraries.io/pypi/databricks-cli;14;5;41
vine;24921167;http://github.com/celery/vine;70;2019-04-03;2;;5;5;4;235;15;17895;46;https://libraries.io/pypi/vine;16;8;2140
pipenv;24763259;https://github.com/pypa/pipenv;20869;2020-08-17;160;4;427;2739;100;7;329;12101;103;https://libraries.io/pypi/pipenv;20;20;1140
ecdsa;24429849;http://github.com/warner/python-ecdsa;621;2020-07-28;3;251;15;86;86;326;33;11665;342;https://libraries.io/pypi/ecdsa;20;124;4780
docker-pycreds;24369008;https://github.com/shin-/dockerpy-creds;6;2018-12-01;;;1;4;4;49;3;;;https://libraries.io/pypi/docker-pycreds;12;2;436
fasteners;24034280;https://github.com/harlowja/fasteners;130;2020-05-08;2;;14;7;7;20;8;3127;79;https://libraries.io/pypi/fasteners;15;30;274
alabaster;23746025;;;;;;;;;;;;;https://libraries.io/pypi/alabaster;18;20;7450
imagesize;23721181;https://github.com/shibukawa/imagesize_py;68;2020-01-31;1;;5;6;6;242;10;27820;141;https://libraries.io/pypi/imagesize;18;16;4580
python-jose;23390005;http://github.com/mpdavis/python-jose;689;2020-07-30;8;72;27;56;56;116;34;3399;159;https://libraries.io/pypi/python-jose;20;82;442
graphviz;23199544;https://github.com/xflr6/graphviz;799;2020-07-13;5;;2;81;80;6;12;12215;555;https://libraries.io/pypi/graphviz;19;154;2190
dask;23135589;;;;;;;;;;;;;https://libraries.io/pypi/dask;22;63;1960
backports-ssl-match-hostname;22830202;;;;;;;;;;;;;https://libraries.io/pypi/backports.ssl_match_hostname;6;4;281
pyhamcrest;22791349;https://github.com/hamcrest/PyHamcrest;474;2020-03-05;4;153;7;38;38;212;25;;;https://libraries.io/pypi/PyHamcrest;20;40;1700
pytest-forked;22776439;https://github.com/pytest-dev/pytest-forked;26;2020-07-27;1;141;6;17;17;99;12;2504;57;https://libraries.io/pypi/pytest-forked;16;12;468
backports-weakref;22737107;https://github.com/pjdelport/backports.weakref;7;2017-10-13;;814;0;2;;;;;;https://libraries.io/pypi/backports.weakref;12;7;666
imageio;22701359;https://github.com/imageio/imageio;765;2020-08-17;12;98;56;254;100;92;58;26072;461;https://libraries.io/pypi/imageio;20;62;1920
scikit-image;22646998;https://github.com/scikit-image/scikit-image;3902;2020-08-19;112;46;465;1390;100;8;389;44759;1232;https://libraries.io/pypi/scikit-image;23;44;7390
hdfs;22568309;https://github.com/conda-forge/python-hdfs-feedstock;0;2020-08-08;;;0;1;1;2;7;;;https://libraries.io/pypi/hdfs;9;2;196
tenacity;22468333;https://github.com/jd/tenacity;2426;2020-04-24;8;27;39;101;100;52;44;;;https://libraries.io/pypi/tenacity;20;115;396
iso8601;21930760;;;;;;;;;;;;;https://libraries.io/pypi/iso8601;12;40;3270
setuptools-scm;21903503;;;;;;;;;;;;;https://libraries.io/pypi/setuptools-scm;18;38;110
flask-cors;21894637;https://github.com/corydolphin/flask-cors;653;2020-03-28;3;66;21;91;89;46;27;65326;545;https://libraries.io/pypi/Flask-Cors;18;106;5760
inflection;21734515;https://github.com/jpvanhal/inflection;283;2020-06-06;1;344;16;10;10;350;13;19008;361;https://libraries.io/pypi/inflection;19;148;1480
python-dotenv;21627772;https://github.com/theskumar/python-dotenv;3280;2020-07-13;3;;12;121;100;109;57;58438;742;https://libraries.io/pypi/python-dotenv;21;285;4680
discord-py;21322861;https://github.com/Rapptz/discord.py;5286;2020-08-18;;;133;2086;100;1;171;20254;2;https://libraries.io/pypi/discord.py;22;63;2290
twisted;21242231;https://github.com/twisted/twisted;3992;2020-08-16;237;;;;;;121;29808;985;https://libraries.io/pypi/Twisted;22;207;9700
hvac;21106935;https://github.com/hvac/hvac;762;2020-08-05;13;41;65;178;100;34;103;966;103;https://libraries.io/pypi/hvac;18;44;192
flask-sqlalchemy;21041123;https://github.com/pallets/flask-sqlalchemy;3243;2020-08-17;4;162;29;469;100;39;90;132468;623;https://libraries.io/pypi/Flask-SQLAlchemy;22;186;26000
aliyun-python-sdk-core;21011777;https://github.com/aliyun/aliyun-openapi-python-sdk;752;2020-08-21;30;;3;151;100;81;20;782;264;https://libraries.io/pypi/aliyun-python-sdk-core;19;188;73
unicodecsv;20999677;https://github.com/jdunck/python-unicodecsv;593;2015-10-05;;;19;33;33;94;13;20707;313;https://libraries.io/pypi/unicodecsv;20;104;3550
fastavro;20452394;https://github.com/fastavro/fastavro;371;2020-08-18;13;20;26;199;100;22;51;886;87;https://libraries.io/pypi/fastavro;15;30;123
incremental;20437940;https://github.com/twisted/incremental;87;2019-09-03;2;;8;19;19;51;4;21448;88;https://libraries.io/pypi/incremental;16;10;1780
secretstorage;20437063;https://github.com/mitya57/secretstorage;46;2020-06-07;3;;0;21;21;39;3;;;https://libraries.io/pypi/SecretStorage;17;14;921
google-cloud-datastore;20424542;https://github.com/googleapis/python-datastore;12;2020-08-14;53;8;9;21;20;100;30;2793;76;https://libraries.io/pypi/google-cloud-datastore;18;41;398
aliyun-python-sdk-ecs;20385015;;;;;;;;;;;;;https://libraries.io/pypi/aliyun-python-sdk-ecs;11;4;66
execnet;20351549;https://github.com/python/black;17209;2020-08-20;26;44;309;797;;;189;27139;1799;https://libraries.io/pypi/execnet;12;14;1060
pywavelets;20195213;https://github.com/PyWavelets/pywt;949;2020-07-18;20;161;56;182;100;78;36;22292;121;https://libraries.io/pypi/PyWavelets;18;6;1640
faker;20146697;https://github.com/joke2k/faker;10379;2020-08-19;25;34;90;314;100;38;318;17285;336;https://libraries.io/pypi/Faker;22;105;2360
