package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
markupsafe;332028359;https://github.com/pallets/markupsafe;369;2021-03-15;2;;0;69;69;120;32;534706;1177;0;BSD-3-Clause License
protobuf;329723957;https://github.com/protocolbuffers/protobuf;46844;2021-03-18;101;23;1000;3309;100;14;716;122412;1684;1;License not permissive (text)
jinja2;311487056;https://github.com/pallets/jinja;7625;2021-03-15;18;100;39;689;100;32;242;585439;6162;5;BSD-3-Clause License
simplejson;309736011;https://github.com/simplejson/simplejson;1375;2020-12-29;4;36;12;159;100;23;31;57090;2213;0;MIT License (text)
cryptography;279792381;https://github.com/pyca/cryptography;4005;2021-03-22;90;;27;1623;100;3;207;152639;2745;7;License not permissive (text)
attrs;277066386;https://github.com/python-attrs/attrs;3417;2021-03-22;11;106;99;363;100;42;95;209771;2427;0;MIT License
click;264781935;https://github.com/pallets/click;10561;2021-03-15;21;68;54;1040;100;7;273;461601;13926;0;BSD-3-Clause License
importlib-metadata;246378225;https://github.com/python/importlib_metadata;11;2021-03-14;179;2;9;266;100;2;25;;;0;Apache License (text)
pyasn1-modules;245938565;https://github.com/etingof/pyasn1-modules;29;2020-03-21;5;115;2;12;12;52;7;;;0;BSD-2-Clause License
future;241554856;https://github.com/pythoncharmers/python-future;1122;2020-11-27;19;56;169;194;100;285;92;;;0;MIT License
zipp;238399218;https://github.com/jaraco/zipp;21;2021-03-05;14;27;1;38;38;30;10;;;0;MIT License
pandas;233578393;https://github.com/pandas-dev/pandas;28888;2021-03-22;206;29;3600;16661;100;3;2297;;;0;BSD-3-Clause License
pyparsing;228188646;https://github.com/pyparsing/pyparsing;1054;2021-01-03;14;35;35;119;100;32;29;286396;1775;0;MIT License
cachetools;222701004;https://github.com/tkem/cachetools;917;2021-03-08;2;;11;164;100;43;5;;;0;MIT License
pycparser;220636529;https://github.com/eliben/pycparser;2181;2021-03-16;5;;10;251;100;35;63;182600;620;0;License not permissive (text)
oauthlib;216490470;https://github.com/oauthlib/oauthlib;2179;2021-02-12;13;68;65;260;100;84;150;130625;500;1;BSD-3-Clause License
google-auth;216027891;https://github.com/googleapis/google-auth-library-python;396;2021-03-16;7;21;55;212;100;60;73;52626;516;0;Apache-2.0 License
requests-oauthlib;214771269;https://github.com/requests/requests-oauthlib;1369;2020-05-14;5;169;81;131;100;173;88;123918;745;0;ISC License
werkzeug;197742586;https://github.com/pallets/werkzeug;5650;2021-03-19;36;56;16;820;100;45;384;472044;1648;8;BSD-3-Clause License
decorator;197486884;https://github.com/micheles/decorator;491;2021-03-18;3;446;3;57;57;39;18;194103;1036;0;BSD-2-Clause License
scipy;188420981;https://github.com/scipy/scipy;8026;2021-03-22;209;29;1300;5786;100;8;985;303234;13887;1;BSD-3-Clause License
packaging;184987665;https://github.com/pypa/packaging;275;2021-03-08;6;73;36;136;100;43;65;182775;1646;0;License not permissive (text)
google-api-core;183602669;https://github.com/googleapis/python-api-core;22;2021-03-01;15;8;11;37;37;26;38;19547;245;0;Apache-2.0 License
wcwidth;177238272;https://github.com/jquast/wcwidth;201;2020-07-14;2;195;8;19;19;152;8;170988;535;0;MIT License (text)
more-itertools;172880256;https://github.com/more-itertools/more-itertools;1827;2021-03-12;10;95;8;145;100;26;64;98193;758;0;MIT License
grpcio;169509068;https://github.com/grpc/grpc;29730;2021-03-19;649;10;627;8759;100;8;633;2495;130;0;Apache-2.0 License
googleapis-common-protos;164645909;https://github.com/googleapis/python-api-common-protos;5;2021-02-25;2;112;2;8;8;41;6;23858;301;0;Apache-2.0 License
pytest;162640402;https://github.com/pytest-dev/pytest;7118;2021-03-21;195;12;610;3802;100;8;600;276729;19607;0;MIT License
jsonschema;162467700;https://github.com/julian/jsonschema;3159;2021-03-20;16;;64;497;100;7;73;136954;2261;0;MIT License
google-cloud-core;154309369;https://github.com/googleapis/python-cloud-core;9;2021-02-18;23;15;3;11;11;12;29;;;0;Apache-2.0 License
py;153832347;https://github.com/pytest-dev/py;37;2020-12-12;47;;26;117;100;157;53;;;1;MIT License
pluggy;152658669;https://github.com/pytest-dev/pluggy;575;2020-07-02;6;;31;88;88;108;31;;;0;MIT License
pygments;151828958;https://github.com/pygments/pygments;545;2021-03-21;291;11;277;1151;100;27;487;202839;2615;2;BSD-2-Clause License
psutil;145293083;https://github.com/giampaolo/psutil;7179;2021-02-21;69;;152;1271;100;57;136;74649;3225;1;BSD-3-Clause License
flask;143727210;https://github.com/pallets/flask;54252;2021-03-15;31;125;19;2044;100;4;635;685323;6638;3;BSD-3-Clause License
pyjwt;142570202;https://github.com/jpadilla/pyjwt;3727;2021-03-22;5;108;67;233;100;74;91;104652;1384;2;MIT License
coverage;140848928;https://github.com/nedbat/coveragepy;1538;2021-03-21;145;11;213;783;100;44;89;134129;7707;0;Apache-2.0 License
scikit-learn;137707272;https://github.com/scikit-learn/scikit-learn;44934;2021-03-21;209;33;1600;6768;100;3;1939;196259;5448;0;BSD-3-Clause License
pyrsistent;137298200;https://github.com/tobgu/pyrsistent;1507;2020-11-30;6;;27;109;100;82;44;75467;298;0;MIT License
itsdangerous;136985966;https://github.com/pallets/itsdangerous;2153;2021-03-15;3;;0;92;90;155;33;390323;690;0;BSD-3-Clause License
wrapt;136541183;https://github.com/grahamdumpleton/wrapt;1454;2020-03-12;5;;44;76;76;49;15;;;0;BSD-2-Clause License
pillow;130548120;https://github.com/python-pillow/pillow;8327;2021-03-21;108;44;201;1921;100;10;311;416907;6751;35;HPND License (text)
google-cloud-storage;126393653;https://github.com/googleapis/python-storage;88;2021-03-11;36;8;27;158;100;18;61;25219;491;0;Apache-2.0 License
virtualenv;122958274;https://github.com/pypa/virtualenv;3821;2021-03-17;3;22;56;1061;100;5;46;;;1;MIT License
ipaddress;121695339;https://github.com/phihag/ipaddress;89;2019-10-18;1;;6;34;34;13;6;25304;453;2;Python Software Foundation (text)
websocket-client;120993723;https://github.com/websocket-client/websocket-client;2523;2021-03-08;7;64;91;328;100;319;155;34019;910;2;LGPL-2.1 License
pyopenssl;117955771;https://github.com/pyca/pyopenssl;704;2021-03-19;24;;57;355;100;185;80;;;3;Apache-2.0 License
sqlalchemy;117810732;https://github.com/sqlalchemy/sqlalchemy;3505;2021-03-21;490;3;152;5581;100;0;408;244341;4763;2;MIT License
entrypoints;114687312;https://github.com/takluyver/entrypoints;61;2020-03-15;0;;2;20;20;19;8;;;0;MIT License
google-resumable-media;114603804;https://github.com/googleapis/google-resumable-media-python;29;2021-02-13;6;57;11;54;54;131;22;10359;55;0;Apache-2.0 License
joblib;112159636;https://github.com/joblib/joblib;2384;2021-03-18;10;;253;356;100;57;92;87173;1478;0;BSD-3-Clause License
lxml;110460726;https://github.com/lxml/lxml;1836;2021-03-21;46;;;;;;112;155626;5894;4;BSD-3-Clause License
configparser;109089165;https://github.com/jaraco/configparser;24;2021-02-28;15;32;1;51;51;215;11;;;0;MIT License
prompt-toolkit;106503418;https://github.com/prompt-toolkit/python-prompt-toolkit;6933;2021-03-19;29;;361;478;100;41;161;136162;748;0;BSD-3-Clause License
asn1crypto;105633231;https://github.com/wbond/asn1crypto;223;2020-11-01;10;;24;110;100;56;26;74518;306;0;MIT License
ipython;104847183;https://github.com/ipython/ipython;14719;2021-03-14;191;34;1400;5172;100;13;722;182096;2830;6;BSD 3-Clause License (text)
pexpect;104718502;https://github.com/pexpect/pexpect;1995;2020-05-16;17;130;150;256;100;56;79;123760;683;0;ISC License (text)
redis;104133365;https://github.com/andymccurdy/redis-py;9162;2020-11-22;11;;53;818;100;33;210;;;0;MIT License
isodate;103789524;https://github.com/gweis/isodate;95;2018-08-02;1;;17;11;11;379;13;10834;308;0;License not found
httplib2;103390575;https://github.com/httplib2/httplib2;402;2021-03-03;8;;36;61;60;151;49;68796;829;4;License not permissive (text)
matplotlib;102834900;https://github.com/matplotlib/matplotlib;13323;2021-03-22;315;36;1400;6073;100;4;1065;328456;13337;0;License not found
ptyprocess;101973427;https://github.com/pexpect/ptyprocess;127;2021-03-17;1;236;12;16;16;104;12;;;0;ISC License (text)
mock;101942511;https://github.com/testing-cabal/mock;474;2020-12-10;18;;0;410;100;248;66;;;0;BSD-2-Clause License
mccabe;101545581;https://github.com/pycqa/mccabe;377;2020-10-03;1;;4;33;33;44;16;180991;421;0;Expat License (text)
google-api-python-client;100743438;https://github.com/googleapis/google-api-python-client;4562;2021-03-20;13;46;20;723;100;12;145;53817;999;0;Apache License (text)
boto;100617412;https://github.com/boto/boto;6462;2019-03-30;56;;809;839;100;110;527;59929;1076;1;License not permissive (text)
tornado;100610951;https://github.com/tornadoweb/tornado;19871;2021-03-20;31;;192;1446;100;17;348;150422;2056;4;Apache-2.0 License
defusedxml;98871986;https://github.com/tiran/defusedxml;209;2021-03-08;3;133;10;22;22;124;8;134305;419;2;Python Software Foundation (text)
tqdm;94903807;https://github.com/tqdm/tqdm;17798;2021-03-05;26;15;233;504;100;25;95;150062;6583;1;Mozilla Public License (text)
docker;93785103;https://github.com/docker/docker-py;5168;2021-03-10;33;25;321;1053;100;17;359;18668;1076;0;Apache-2.0 License
traitlets;92551186;https://github.com/ipython/traitlets;409;2020-10-15;18;;73;135;100;91;82;143424;470;0;License not permissive (text)
tensorboard;92323704;https://github.com/tensorflow/tensorboard;5216;2021-03-20;95;33;501;950;100;15;185;57178;385;0;Apache-2.0 License
appdirs;90893079;https://github.com/activestate/appdirs;704;2021-01-28;1;555;25;49;48;279;29;;;0;MIT License (text)
pycodestyle;90742886;https://github.com/pycqa/pycodestyle;4278;2021-03-16;8;107;91;526;100;53;110;125743;803;0;Expat License (text)
tensorflow;90697505;https://github.com/tensorflow/tensorflow;154192;2021-03-22;1676;14;3800;26945;100;3;2934;124589;2775;51;Apache-2.0 License
webencodings;89958750;https://github.com/gsnedders/python-webencodings;23;2017-10-28;0;;3;4;4;68;6;114885;380;0;License not permissive (text)
kiwisolver;89686689;https://github.com/nucleic/kiwi;447;2021-01-20;3;;5;61;61;108;15;114636;355;0;Modified BSD License (text)
bleach;89058065;https://github.com/mozilla/bleach;2115;2021-02-22;5;;42;271;100;85;63;110977;646;6;Apache License (text)
uritemplate;88854222;https://github.com/python-hyper/uritemplate;188;2019-12-19;1;;9;19;19;297;13;60639;211;0;License not permissive (text)
msrest;88665420;https://github.com/azure/msrest-for-python;29;2021-01-26;6;;13;78;78;87;22;3890;280;0;MIT License
pickleshare;87323659;https://github.com/pickleshare/pickleshare;50;2018-09-25;0;;5;8;8;55;10;140423;241;0;MIT License
tabulate;87172923;https://github.com/astanin/python-tabulate;745;2021-03-04;27;;23;55;54;91;58;36965;2282;0;MIT License
psycopg2-binary;86543606;https://github.com/psycopg/psycopg2;2114;2020-12-16;29;;38;954;100;3;96;308425;2170;0;LGPL (text)
bcrypt;84371582;https://github.com/pyca/bcrypt;721;2021-02-18;2;;0;83;83;147;26;;;0;Apache-2.0 License
typing;83587242;https://github.com/python/typing;881;2021-03-02;6;;118;436;100;24;59;27360;1486;0;Python Software Foundation (text)
azure-common;83321574;https://github.com/azure/azure-sdk-for-python;1866;2021-03-22;77;1;779;3710;100;14;284;1447;107;0;MIT License
argparse;83057852;https://github.com/thomaswaldmann/argparse;39;2015-10-22;1;;3;98;97;2;;48772;2419;0;Apache License (text)
absl-py;82416326;https://github.com/abseil/abseil-py;1563;2021-03-09;10;;11;67;65;44;30;55291;385;0;Apache-2.0 License
prometheus-client;81722046;https://github.com/prometheus/client_python;2088;2021-02-25;5;82;24;297;100;16;101;;;0;Apache-2.0 License
pyzmq;81349989;https://github.com/zeromq/pyzmq;2735;2021-02-18;21;60;103;727;100;90;149;112251;967;0;Modified BSD License (text)
soupsieve;80674185;https://github.com/facelessuser/soupsieve;95;2021-03-19;10;22;11;80;80;22;8;108330;260;0;MIT License
typed-ast;80288358;https://github.com/python/typed_ast;177;2021-03-07;2;;4;73;73;107;20;;;0;Python Software Foundation (text)
tensorflow-estimator;79796583;https://github.com/tensorflow/estimator;213;2021-03-17;23;50;;;;;98;;;0;Apache-2.0 License
paramiko;79766805;https://github.com/paramiko/paramiko;6852;2021-02-12;24;;632;583;100;30;126;38036;1438;3;LGPL-2.1 License
markdown;79296520;https://github.com/python-markdown/markdown;2448;2021-02-24;11;;20;659;100;5;125;121981;1828;0;License not permissive (text)
pynacl;78745430;https://github.com/pyca/pynacl;762;2021-02-13;6;;38;209;100;54;49;;;0;Apache-2.0 License
atomicwrites;78057531;https://github.com/untitaker/python-atomicwrites;254;2020-12-04;1;;3;27;27;119;13;64110;305;0;MIT License
gunicorn;77578114;https://github.com/benoitc/gunicorn;7532;2021-03-08;21;46;245;1378;100;30;314;412436;997;2;License not permissive (text)
lazy-object-proxy;75163356;https://github.com/ionelmc/python-lazy-object-proxy;173;2021-03-18;7;;10;27;27;7;12;143412;253;0;BSD-2-Clause License
pyflakes;73852274;https://github.com/pycqa/pyflakes;993;2021-03-14;6;;60;331;100;23;66;81171;597;0;MIT License
google-auth-oauthlib;73807229;https://github.com/googleapis/google-auth-library-python-oauthlib;72;2021-03-01;0;180;15;37;37;75;15;41524;360;0;Apache-2.0 License
cycler;73607889;https://github.com/matplotlib/cycler;31;2020-12-17;1;1051;7;14;14;126;16;142494;445;0;BSD-3-Clause License
filelock;73262152;https://github.com/benediktschmitt/py-filelock;290;2019-05-18;1;;17;37;37;52;10;52451;369;0;Unlicense License
h5py;71626155;https://github.com/h5py/h5py;1494;2021-03-17;35;91;191;972;100;18;150;104420;2219;0;BSD-3-Clause License
google-auth-httplib2;71263460;https://github.com/googleapis/google-auth-library-python-httplib2;10;2021-03-01;0;720;0;4;4;23;10;;;0;Apache-2.0 License
google-cloud-bigquery;70132070;https://github.com/googleapis/python-bigquery;177;2021-03-22;75;6;39;196;100;15;88;6793;237;0;Apache-2.0 License
gitpython;69868389;https://github.com/gitpython-developers/gitpython;3034;2021-03-19;18;50;116;625;100;108;192;31034;1776;0;BSD-3-Clause License
dill;69732966;https://github.com/uqfoundation/dill;1341;2021-03-14;8;141;130;202;100;78;25;;;0;License not permissive (text)
pathlib2;69304239;https://github.com/mcmtroffaes/pathlib2;63;2020-01-07;5;;0;29;29;76;11;;;0;MIT License
toml;68461429;https://github.com/uiri/toml;714;2020-11-01;3;;68;158;100;62;50;104576;1697;0;MIT License
multidict;68455264;https://github.com/aio-libs/multidict;225;2021-03-22;14;15;8;113;100;94;37;;;0;Apache-2.0 License
contextlib2;66777282;https://github.com/jazzband/contextlib2;30;2020-11-30;2;;3;10;10;85;10;;;0;Python Software Foundation (text)
isort;64901172;https://github.com/pycqa/isort;3758;2021-03-21;39;20;21;905;100;13;209;159017;2047;0;MIT License
funcsigs;64729937;https://github.com/testing-cabal/funcsigs;6;2021-03-09;1;;9;7;7;329;;;;0;Apache License (text)
sqlparse;63961328;https://github.com/andialbrecht/sqlparse;2367;2020-12-12;10;;166;263;100;88;74;;;0;BSD-3-Clause License
pymongo;63812159;https://github.com/mongodb/mongo-python-driver;3259;2021-03-20;32;34;;;;;116;88262;1992;1;Apache-2.0 License
mistune;63194284;https://github.com/lepture/mistune;1926;2021-03-07;4;99;18;188;100;91;31;98325;336;3;BSD-3-Clause License
docopt;62987357;https://github.com/docopt/docopt;7320;2018-08-24;4;;215;171;100;86;28;43295;2502;0;MIT License
jupyter-client;62953205;https://github.com/jupyter/jupyter_client;211;2021-03-18;26;;113;144;100;76;122;;;0;License not permissive (text)
nbconvert;60979669;https://github.com/jupyter/nbconvert;1085;2021-02-18;51;63;340;515;100;22;216;94299;533;0;Modified BSD License (text)
requests-toolbelt;60822522;https://github.com/requests/toolbelt;750;2021-01-11;6;;54;94;93;47;53;24226;865;0;Apache License (text)
notebook;60149050;https://github.com/jupyter/notebook;8109;2021-03-22;169;32;2000;2208;100;7;507;95567;621;10;Modified BSD License (text)
testpath;60134880;https://github.com/jupyter/testpath;18;2019-11-04;0;;1;9;9;48;8;;;0;BSD-3-Clause License
pandocfilters;59098565;https://github.com/jgm/pandocfilters;369;2020-10-23;1;;8;26;26;82;29;86341;146;0;BSD-3-Clause License
pyarrow;58493301;https://github.com/apache/arrow;7580;2021-03-22;143;;3;574;100;4;551;33;4;2;Apache-2.0 License
terminado;58465378;https://github.com/jupyter/terminado;271;2021-03-16;4;112;20;28;28;86;19;;;0;License not permissive (text)
send2trash;58439022;https://github.com/arsenetar/send2trash;171;2021-01-29;1;;19;16;16;206;11;74612;156;0;BSD-3-Clause License
oauth2client;57665382;https://github.com/googleapis/oauth2client;771;2018-09-07;16;86;1;303;100;227;72;36998;693;0;Apache-2.0 License
babel;57571909;https://github.com/python-babel/babel;968;2020-12-04;15;134;130;254;100;101;108;;;0;License not permissive (text)
pytest-cov;57200823;https://github.com/pytest-dev/pytest-cov;985;2021-03-04;9;;84;190;100;51;56;72771;8446;0;MIT License
azure-storage-common;56907207;https://github.com/azure/azure-storage-python;310;2020-07-28;8;35;58;301;100;33;37;2559;37;0;MIT License
retrying;56557957;https://github.com/rholder/retrying;1664;2016-06-07;0;;31;12;12;96;12;;;0;Apache-2.0 License
jedi;56176770;https://github.com/davidhalter/jedi;4793;2021-02-26;75;;19;1199;100;11;126;119906;304;0;MIT License (text)
aiohttp;55845371;https://github.com/aio-libs/aiohttp;10974;2021-03-21;81;12;297;2054;100;18;545;76246;3789;2;Apache License (text)
scandir;55704225;https://github.com/benhoyt/scandir;471;2021-02-27;4;239;10;80;78;67;18;11645;147;0;BSD-3-Clause License
parso;55621043;https://github.com/davidhalter/parso;389;2021-03-08;23;;7;86;86;30;38;114428;244;0;MIT License (text)
astroid;55472730;https://github.com/pycqa/astroid;311;2021-03-13;47;19;123;466;100;58;115;142182;362;0;LGPL-2.1 License
gast;54123803;https://github.com/serge-sans-paille/gast;104;2020-11-26;1;;0;21;20;44;10;50090;181;0;BSD-3-Clause License
async-timeout;53613556;https://github.com/aio-libs/async-timeout;306;2021-03-22;3;118;2;27;27;47;14;46782;390;0;Apache License (text)
pylint;53578898;https://github.com/pycqa/pylint;3250;2021-03-21;82;;680;2611;100;13;320;183399;2590;2;GPL-2.0 License
keras-preprocessing;53518670;https://github.com/keras-team/keras-preprocessing;922;2021-02-04;8;85;70;99;99;54;47;;;0;MIT License (text)
yarl;53406912;https://github.com/aio-libs/yarl;617;2021-02-22;15;18;22;146;100;87;54;;;0;Apache-2.0 License
adal;53323241;https://github.com/azuread/azure-activedirectory-library-for-python;214;2021-01-22;5;79;5;88;88;124;26;2953;84;0;MIT License (text)
networkx;53161740;https://github.com/networkx/networkx;8814;2021-03-18;51;63;155;2322;100;14;458;66774;2746;0;License not permissive (text)
zope-interface;53099848;https://github.com/zopefoundation/zope.interface;241;2021-03-21;;;14;92;92;280;52;;;0;License not permissive (text)
django;52846760;https://github.com/django/django;56347;2021-03-22;274;;;;;;2033;621703;9794;82;License not permissive (text)
ujson;52463539;https://github.com/ultrajson/ultrajson;3183;2021-03-06;5;282;41;255;100;279;54;20556;941;0;License not permissive (text)
py4j;51856137;https://github.com/bartdag/py4j;809;2021-02-27;6;;123;242;100;43;25;5202;105;0;License not permissive (text)
keras-applications;50268361;https://github.com/keras-team/keras-applications;1795;2020-04-01;2;114;60;99;99;41;12;;;0;MIT License (text)
pymysql;50175193;https://github.com/pymysql/pymysql;6359;2021-02-02;8;;16;543;100;10;98;76521;1276;0;MIT License
datadog;50150130;https://github.com/datadog/datadogpy;428;2021-03-04;9;44;9;193;100;139;136;1973;92;0;License not permissive (text)
cloudpickle;49810089;https://github.com/cloudpipe/cloudpickle;907;2021-03-02;5;58;50;132;100;76;44;33158;421;0;License not permissive (text)
qtconsole;49723291;https://github.com/jupyter/qtconsole;252;2021-03-16;24;;87;184;100;47;116;72111;109;0;BSD-3-Clause License
dnspython;49238419;https://github.com/rthalley/dnspython;1689;2021-03-16;15;;6;332;100;13;73;46602;659;0;ISC License (text)
mako;49103410;https://github.com/sqlalchemy/mako;129;2021-01-14;30;14;61;247;100;111;43;;;1;MIT License
jupyter;48731515;https://github.com/jupyter/jupyter;11938;2021-02-28;9;;176;171;100;29;64;100795;1126;0;BSD-3-Clause License
tensorflow-metadata;48729574;https://github.com/tensorflow/metadata;62;2021-03-19;2;64;6;4;4;55;3;2238;16;0;Apache-2.0 License
xlrd;48425932;https://github.com/python-excel/xlrd;1872;2020-12-12;4;;;;;;42;65135;1541;0;License not permissive (text)
pycrypto;48107924;https://github.com/pycrypto/pycrypto;2263;2014-06-20;7;;150;24;24;169;25;54942;1263;4;EPL (text)
astor;47751369;https://github.com/berkerpeksag/astor;566;2021-03-15;2;;23;71;71;228;28;;;0;BSD-3-Clause License
backcall;47450039;https://github.com/takluyver/backcall;11;2020-06-09;0;;1;6;6;133;2;;;0;BSD-3-Clause License
backports-functools-lru-cache;47009533;https://github.com/jaraco/backports.functools_lru_cache;33;2019-11-02;;;1;10;10;85;6;;;0;MIT License
cython;46387233;https://github.com/cython/cython;5930;2021-03-21;131;;848;1671;100;5;351;70702;2346;0;Apache License (text)
azure-devops;45341674;https://github.com/microsoft/azure-devops-python-api;258;2020-08-15;8;29;47;131;100;24;10;;;0;MIT License
pycryptodomex;45288025;https://github.com/legrandin/pycryptodome;1526;2021-03-17;30;;43;348;100;26;64;22765;1171;0;License not permissive (text)
msgpack;45176561;https://github.com/msgpack/msgpack-python;1408;2021-03-18;7;;4;224;100;35;56;37048;646;1;Apache License (text)
greenlet;44581244;https://github.com/python-greenlet/greenlet;1227;2021-01-18;5;;11;121;100;142;51;;;0;MIT License (text)
smart-open;44452160;https://github.com/rare-technologies/smart_open;1975;2021-03-19;12;54;49;244;100;71;68;;;0;MIT License
xmltodict;44343875;https://github.com/martinblech/xmltodict;4315;2020-04-24;1;;55;136;100;61;37;21585;1068;0;MIT License
google-pasta;42471846;https://github.com/google/pasta;233;2021-01-20;3;;6;36;36;83;10;32593;101;0;Apache-2.0 License
backports-shutil-get-terminal-size;42326449;https://github.com/chrippa/backports.shutil_get_terminal_size;9;2016-02-21;;;3;6;6;136;3;;;0;MIT License
google-cloud-logging;42104178;https://github.com/googleapis/python-logging;28;2021-03-19;29;15;36;55;55;106;53;;;0;Apache-2.0 License
elasticsearch;42078197;https://github.com/elastic/elasticsearch-py;3135;2021-03-18;13;39;58;788;100;22;159;19872;724;0;Apache-2.0 License
tensorflow-transform;41983356;https://github.com/tensorflow/transform;860;2021-03-18;12;53;35;120;100;70;25;416;7;0;Apache-2.0 License
python-editor;41673231;https://github.com/fmoo/python-editor;62;2019-05-03;0;;6;10;10;197;8;57741;93;0;Apache-2.0 License
ansible;41640560;https://github.com/ansible/ansible;47294;2021-03-20;474;;1300;27685;100;1;5000;15797;313;49;GPL-3.0 License
gitdb2;41301813;https://github.com/gitpython-developers/gitdb;119;2021-01-21;2;;7;25;25;103;18;8607;74;0;License not permissive (text)
tzlocal;41236088;https://github.com/regebro/tzlocal;129;2020-09-30;1;;4;49;48;100;18;;;0;MIT License
msrestazure;41223003;https://github.com/azure/msrestazure-for-python;16;2020-12-30;4;;7;64;64;143;16;;;0;MIT License
distro;41191229;https://github.com/nir0s/distro;158;2020-12-08;4;114;29;99;99;74;23;12433;235;0;Apache-2.0 License
importlib-resources;40979008;https://github.com/python/importlib_resources;7;2021-03-04;95;4;6;193;100;1;14;;;0;Apache License (text)
grpc-google-iam-v1;40843574;https://github.com/googleapis/googleapis;3348;2021-03-19;47;;;;;;45;;;0;Apache-2.0 License
jsonpickle;40491554;https://github.com/jsonpickle/jsonpickle;898;2021-02-18;8;;58;182;100;131;49;;;1;License not permissive (text)
backports-abc;40318390;https://github.com/cython/backports_abc;5;2016-11-12;0;;0;5;5;1;3;;;0;Python Software Foundation (text)
functools32;39780086;https://github.com/michilu/python-functools32;51;2015-07-11;0;;5;2;2;400;2;;;0;Python Software Foundation (text)
ruamel-yaml;39226030;https://github.com/commx/ruamel-yaml;3;2021-03-05;57;;;;;;18;;;0;MIT License
pyspark;39033003;https://github.com/apache/spark;29127;2021-03-22;348;;;;;;1632;576;0;2;Apache-2.0 License
websockets;38953034;https://github.com/aaugustin/websockets;3247;2021-01-01;8;;59;626;100;10;43;29892;833;1;BSD-3-Clause License
nltk;38602266;https://github.com/nltk/nltk;9723;2021-03-22;101;;231;1229;100;48;331;91567;1362;2;Apache-2.0 License
gevent;38468557;https://github.com/gevent/gevent;5446;2021-01-22;55;33;45;1145;100;22;87;57826;1293;1;MIT License (text)
gensim;38300651;https://github.com/rare-technologies/gensim;11836;2021-03-22;34;56;316;1277;100;20;368;21228;492;0;LGPL-2.1 License
cached-property;38293555;https://github.com/pydanny/cached-property;577;2020-10-21;2;147;25;24;22;530;19;11891;490;0;BSD-3-Clause License
s3fs;37487297;https://github.com/dask/s3fs;397;2021-03-17;11;;53;185;100;40;55;2702;191;0;License not permissive (text)
monotonic;37082781;https://github.com/atdt/monotonic;63;2021-01-07;0;192;0;14;14;58;14;;;0;Apache-2.0 License
singledispatch;36590927;https://github.com/jaraco/singledispatch;0;2021-02-25;62;4;0;2;2;1;5;;;0;MIT License
smmap2;35953232;https://github.com/gitpython-developers/smmap;49;2021-01-24;1;;3;15;14;170;14;8540;58;0;BSD-3-Clause License
pathspec;35429570;https://github.com/cpburnz/python-path-specification;77;2020-11-07;1;;7;17;16;29;15;;;0;MPL-2.0 License
marshmallow;34084194;https://github.com/marshmallow-code/marshmallow;5391;2021-03-18;33;;109;897;100;12;162;24864;884;1;MIT License
tfx-bsl;33141586;https://github.com/tensorflow/tfx-bsl;29;2021-03-18;15;26;2;3;3;72;4;;;0;Apache License (text)
nose;33067233;https://github.com/nose-devs/nose;1330;2016-03-04;9;;393;461;100;101;78;100405;4762;0;License not found
subprocess32;32906284;https://github.com/google/python-subprocess32;164;2020-06-16;2;;1;36;35;180;6;;;0;Python Software Foundation (text)
slackclient;32882324;https://github.com/slackapi/python-slack-sdk;3095;2021-03-22;12;29;13;503;100;14;107;;;0;MIT License
selenium;32199432;https://github.com/seleniumhq/selenium;20375;2021-03-22;272;23;193;6948;100;4;564;88597;1755;0;Apache-2.0 License
opencv-python;32106047;https://github.com/opencv/opencv-python;1841;2020-12-28;12;36;18;382;100;8;22;;;0;MIT License (text)
html5lib;31965743;https://github.com/html5lib/html5lib-python;896;2020-08-08;16;;79;158;100;122;51;84209;676;2;MIT License
qtpy;31819108;https://github.com/spyder-ide/qtpy;492;2020-06-19;7;;25;69;69;96;27;36595;220;0;MIT License
pytest-runner;31776259;https://github.com/pytest-dev/pytest-runner;53;2021-02-12;6;39;0;41;41;101;19;9817;666;0;MIT License
applicationinsights;31694587;https://github.com/microsoft/applicationinsights-python;114;2019-09-09;3;105;42;39;39;112;30;1323;29;0;MIT License
toolz;31554457;https://github.com/pytoolz/toolz;3474;2020-09-24;12;119;70;130;100;102;66;35862;574;0;License not permissive (text)
mypy;31542985;https://github.com/python/mypy;10378;2021-03-21;95;;1600;4545;100;2;434;28411;1928;0;MIT License (text)
xlsxwriter;31284440;https://github.com/jmcnamara/xlsxwriter;2493;2021-01-07;11;;15;685;100;15;38;32536;624;0;License not permissive (text)
sentry-sdk;30997073;https://github.com/getsentry/sentry-python;873;2021-03-22;36;7;123;364;100;11;90;9347;386;0;BSD-2-Clause License
snowballstemmer;30987151;https://github.com/snowballstem/snowball;486;2021-03-10;8;;10;42;42;208;23;45765;194;0;BSD-3-Clause License
pandas-gbq;30979943;https://github.com/pydata/pandas-gbq;244;2021-01-19;4;53;31;158;100;78;28;1931;57;0;BSD-3-Clause License
sortedcontainers;30979323;https://github.com/grantjenks/python-sortedcontainers;2109;2020-11-08;7;64;11;117;100;72;18;;;0;Apache License (text)
