Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Final URL position;Real URL;Confidence;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Real URL position
gluonnlp;https://github.com/dmlc/gluon-nlp;https://github.com/dmlc/gluon-nlp;;https://github.com/dmlc/gluon-nlp;https://github.com/dmlc/gluon-nlp;https://github.com/dmlc/gluon-nlp;;;1/9;Different;1079/1452;True;96.8%;Shell (2.8%) - Other (0.4%);TP;https://github.com/dmlc/gluon-nlp;4;;0;;0;Equal;;;;;;;;https://github.com/dmlc/gluon-nlp;54%;1/9;Different;1079/1452;True;96.8%;Shell (2.8%) - Other (0.4%);TP
characteristic;https://github.com/hynek/characteristic;;https://github.com/hynek/characteristic;https://github.com/hynek/characteristic;https://github.com/hynek/characteristic;;;https://github.com/hynek/characteristic;0/14;Equal;1159/1285;False;100.0%;;;https://github.com/hynek/characteristic;4;;0;;0;Equal;;;;;;;;https://github.com/hynek/characteristic;57%;0/14;Equal;1159/1285;False;100.0%;;
categorical-distance;https://github.com/dedupeio/categorical-distance;https://github.com/dedupeio/categorical-distance;https://github.com/dedupeio/categorical-distance;https://github.com/dedupeio/categorical-distance;https://github.com/dedupeio/categorical-distance;https://github.com/dedupeio/categorical-distance;;;0/20;Equal;405/410;False;100.0%;;;https://github.com/dedupeio/categorical-distance;5;;0;;0;Equal;;;;;;;;https://github.com/dedupeio/categorical-distance;74%;0/20;Equal;405/410;False;100.0%;;
keras-multi-head;https://github.com/cyberzhg/keras-multi-head;https://github.com/cyberzhg/keras-multi-head;https://github.com/cyberzhg/keras-multi-head;https://github.com/cyberzhg/keras-multi-head;https://github.com/cyberzhg/keras-multi-head;https://github.com/cyberzhg/keras-multi-head;;https://github.com/cyberzhg/keras-multi-head;0/16;Equal;3/1454;True;99.5%;Shell (0.5%);TP;https://github.com/cyberzhg/keras-multi-head;6;;0;;0;Equal;;;;;;;;https://github.com/cyberzhg/keras-multi-head;91%;0/16;Equal;3/1454;True;99.5%;Shell (0.5%);TP
zope-schema;https://github.com/zopefoundation/zope.schema;https://github.com/zopefoundation/zope.schema;;;https://github.com/zopefoundation/zope.schema;https://github.com/zopefoundation/zope.schema;https://github.com/zopefoundation/zope.schema;https://github.com/zopefoundation/zope.schema;1/11;Different;899/1438;True;100.0%;;TP;https://github.com/zopefoundation/zope.schema;5;;0;;0;Equal;;;;;;;;https://github.com/zopefoundation/zope.schema;74%;1/11;Different;899/1438;True;100.0%;;TP
pylbfgs;https://github.com/dedupeio/pylbfgs;https://github.com/dedupeio/pylbfgs;https://github.com/dedupeio/pylbfgs;https://github.com/dedupeio/pylbfgs;https://github.com/dedupeio/pylbfgs;https://github.com/dedupeio/pylbfgs;;https://github.com/dedupeio/pylbfgs;0/7;Equal;468/556;False;21.6%;C (78.4%);;https://github.com/dedupeio/pylbfgs;6;;0;;0;Equal;;;;;;;;https://github.com/dedupeio/pylbfgs;91%;0/7;Equal;468/556;False;21.6%;C (78.4%);
django-daterange-filter;https://github.com/tzulberti/django-datefilterspec;https://github.com/tzulberti/django-datefilterspec;;;https://github.com/tzulberti/django-datefilterspec;https://github.com/tzulberti/django-datefilterspec;;;10/23;Different;1391/1499;False;92.9%;HTML (7.1%);;https://github.com/tzulberti/django-datefilterspec;3;;0;;0;Equal;;;;;;;;https://github.com/tzulberti/django-datefilterspec;48%;10/23;Different;1391/1499;False;92.9%;HTML (7.1%);
rest-condition;https://github.com/caxap/rest_condition;https://github.com/caxap/rest_condition;;;https://github.com/caxap/rest_condition;https://github.com/caxap/rest_condition;;;1/14;Different;298/1499;False;100.0%;;TP(?);https://github.com/caxap/rest_condition;3;;0;;0;Equal;;;;;;;;https://github.com/caxap/rest_condition;48%;1/14;Different;298/1499;False;100.0%;;TP(?)
pytest-testrail;https://github.com/allankp/pytest-testrail;https://github.com/allankp/pytest-testrail;https://github.com/allankp/pytest-testrail;https://github.com/allankp/pytest-testrail;;https://github.com/allankp/pytest-testrail;;https://github.com/allankp/pytest-testrail;0/15;Equal;736/1436;True;98.1%;Makefile (1.9%);TP;https://github.com/allankp/pytest-testrail;5;;0;;0;Equal;;;;;;;;https://github.com/allankp/pytest-testrail;77%;0/15;Equal;736/1436;True;98.1%;Makefile (1.9%);TP
lmfit;;;https://github.com/lmfit/lmfit-py;;;;;;;;;;;;;https://github.com/lmfit/lmfit-py;1;;0;;0;Different;3/8;Substring;1055/1457;True;99.8%;Other (0.2%);TP;https://github.com/lmfit/lmfit-py;20%;3/8;Substring;1055/1457;True;99.8%;Other (0.2%);TP
tesserocr;https://github.com/sirfz/tesserocr;https://github.com/sirfz/tesserocr;;;https://github.com/sirfz/tesserocr;https://github.com/sirfz/tesserocr;;https://github.com/sirfz/tesserocr;0/9;Equal;19/1460;True;99.1%;Dockerfile (0.9%);TP;https://github.com/sirfz/tesserocr;4;;0;;0;Equal;;;;;;;;https://github.com/sirfz/tesserocr;65%;0/9;Equal;19/1460;True;99.1%;Dockerfile (0.9%);TP
pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;https://github.com/matheuscas/pycpfcnpj;;;0/9;Equal;1451/1451;True;100.0%;;TP;https://github.com/matheuscas/pycpfcnpj;5;;0;;0;Equal;;;;;;;;https://github.com/matheuscas/pycpfcnpj;74%;0/9;Equal;1451/1451;True;100.0%;;TP
dedupe-variable-datetime;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
colcon-cmake;https://github.com/colcon/colcon-cmake;;;https://github.com/colcon/colcon-cmake;https://github.com/colcon/colcon-core;https://github.com/colcon/colcon-cmake;https://github.com/colcon/colcon.readthedocs.org;;0/12;Equal;12/67;False;100.0%;;TP(?);https://github.com/colcon/colcon-cmake;2;https://github.com/colcon/colcon-core;1;https://github.com/colcon/colcon.readthedocs.org;1;Equal;;;;;;;;https://github.com/colcon/colcon-cmake;25%;0/12;Equal;12/67;False;100.0%;;TP(?)
aiocache;https://github.com/aio-libs/aiocache;https://github.com/aio-libs/aiocache;;https://github.com/aio-libs/aiocache;https://github.com/aio-libs/aiocache;https://github.com/aio-libs/aiocache;https://github.com/aio-libs/aiocache;https://github.com/aio-libs/aiocache;0/8;Equal;19/1438;True;99.2%;Other (0.8%);TP;https://github.com/aio-libs/aiocache;6;;0;;0;Equal;;;;;;;;https://github.com/aio-libs/aiocache;80%;0/8;Equal;19/1438;True;99.2%;Other (0.8%);TP
pytest-tornado;https://github.com/eugeniy/pytest-tornado;https://github.com/eugeniy/pytest-tornado;https://github.com/eugeniy/pytest-tornado;https://github.com/eugeniy/pytest-tornado;https://github.com/eugeniy/pytest-tornado;https://github.com/eugeniy/pytest-tornado;;https://github.com/eugeniy/pytest-tornado;0/14;Equal;26/1437;False;98.8%;Makefile (1.2%);TP(?);https://github.com/eugeniy/pytest-tornado;6;;0;;0;Equal;;;;;;;;https://github.com/eugeniy/pytest-tornado;91%;0/14;Equal;26/1437;False;98.8%;Makefile (1.2%);TP(?)
anybadge;https://github.com/jongracecox/anybadge;https://github.com/jongracecox/anybadge;https://github.com/jongracecox/anybadge;https://github.com/jongracecox/anybadge;https://github.com/jongracecox/anybadge;https://github.com/jongracecox/anybadge;;https://github.com/jongracecox/anybadge;0/8;Equal;1/1464;True;99.4%;Dockerfile (0.6%);TP;https://github.com/jongracecox/anybadge;6;;0;;0;Equal;;;;;;;;https://github.com/jongracecox/anybadge;91%;0/8;Equal;1/1464;True;99.4%;Dockerfile (0.6%);TP
alexapy;https://github.com/custom-components/alexa_media_player;;;;https://github.com/custom-components/alexa_media_player;;https://github.com/custom-components/alexa_media_player;;11/18;Different;918/1362;False;100.0%;;;https://github.com/custom-components/alexa_media_player;2;;0;;0;Equal;;;;;;;;https://github.com/custom-components/alexa_media_player;23%;11/18;Different;918/1362;False;100.0%;;
anytemplate;https://github.com/ssato/python-anytemplate;https://github.com/ssato/python-anytemplate;https://github.com/ssato/python-anytemplate;https://github.com/ssato/python-anytemplate;https://github.com/ssato/python-anytemplate;https://github.com/ssato/python-anytemplate;;https://github.com/ssato/python-anytemplate;7/18;Substring;25/1431;True;98.0%;Shell (2.0%);TP;https://github.com/ssato/python-anytemplate;6;;0;;0;Equal;;;;;;;;https://github.com/ssato/python-anytemplate;91%;7/18;Substring;25/1431;True;98.0%;Shell (2.0%);TP
highered;https://github.com/dedupeio/highered;https://github.com/dedupeio/highered;;;;;;;0/8;Equal;138/143;False;100.0%;;;https://github.com/dedupeio/highered;1;;0;;0;Equal;;;;;;;;https://github.com/dedupeio/highered;16%;0/8;Equal;138/143;False;100.0%;;
edx-organizations;;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;;;;;;;;;;https://github.com/edx/edx-organizations;5;;0;;0;Different;0/17;Equal;19/1452;False;99.4%;Makefile (0.6%);TP(?);https://github.com/edx/edx-organizations;74%;0/17;Equal;19/1452;False;99.4%;Makefile (0.6%);TP(?)
aadict;https://github.com/metagriffin/aadict;https://github.com/metagriffin/aadict;https://github.com/metagriffin/aadict;;https://github.com/metagriffin/aadict;https://github.com/metagriffin/aadict;;;0/6;Equal;1446/1446;False;99.6%;Makefile (0.4%);;https://github.com/metagriffin/aadict;4;;0;;0;Equal;;;;;;;;https://github.com/metagriffin/aadict;67%;0/6;Equal;1446/1446;False;99.6%;Makefile (0.4%);
more-properties;https://github.com/madman-bob/python-more-properties;https://github.com/madman-bob/python-more-properties;https://github.com/madman-bob/python-more-properties;https://github.com/madman-bob/python-more-properties;https://github.com/madman-bob/python-more-properties;https://github.com/madman-bob/python-more-properties;;;7/22;Substring;1425/1425;False;98.9%;Shell (1.1%);;https://github.com/madman-bob/python-more-properties;5;;0;;0;Equal;;;;;;;;https://github.com/madman-bob/python-more-properties;74%;7/22;Substring;1425/1425;False;98.9%;Shell (1.1%);
google-api-python-client-uritemplate;https://github.com/venmo/google-api-python-client;https://github.com/venmo/google-api-python-client;;;https://github.com/googleapis/google-api-python-client;https://github.com/venmo/google-api-python-client;;;12/36;Substring;150/150;False;99.5%;Other (0.5%);;https://github.com/venmo/google-api-python-client;2;https://github.com/googleapis/google-api-python-client;1;;0;Equal;;;;;;;;https://github.com/venmo/google-api-python-client;34%;12/36;Substring;150/150;False;99.5%;Other (0.5%);
pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;https://github.com/mark-adams/pytest-test-groups;;https://github.com/mark-adams/pytest-test-groups;0/18;Equal;798/798;False;100.0%;;;https://github.com/mark-adams/pytest-test-groups;6;;0;;0;Equal;;;;;;;;https://github.com/mark-adams/pytest-test-groups;91%;0/18;Equal;798/798;False;100.0%;;
lzstring;https://github.com/gkovacs/lz-string-python;https://github.com/gkovacs/lz-string-python;;;https://github.com/gkovacs/lz-string-python;https://github.com/gkovacs/lz-string-python;;;8/16;Different;307/307;False;100.0%;;;https://github.com/gkovacs/lz-string-python;3;;0;;0;Equal;;;;;;;;https://github.com/gkovacs/lz-string-python;48%;8/16;Different;307/307;False;100.0%;;
aws-cdk-aws-route53-targets;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;20/27;Substring;1214/1456;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal;;;;;;;;https://github.com/aws/aws-cdk;48%;20/27;Substring;1214/1456;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);
os-ken;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
jenkins;https://github.com/lgastako/jenkins;https://github.com/lgastako/jenkins;https://github.com/lgastako/jenkins;https://github.com/lgastako/jenkins;;https://github.com/lgastako/jenkins;;;0/7;Equal;1459/1466;False;2.2%;C (97.8%);;https://github.com/lgastako/jenkins;4;;0;;0;Equal;;;;;;;;https://github.com/lgastako/jenkins;60%;0/7;Equal;1459/1466;False;2.2%;C (97.8%);
bowler;https://github.com/facebookincubator/bowler;https://github.com/facebookincubator/bowler;https://github.com/facebookincubator/bowler;https://github.com/facebookincubator/bowler;https://github.com/facebookincubator/bowler;https://github.com/facebookincubator/bowler;;https://github.com/facebookincubator/bowler;0/6;Equal;2/1464;True;88.9%;JavaScript (9.7%) - Other (1.4%);TP;https://github.com/facebookincubator/bowler;6;;0;;0;Equal;;;;;;;;https://github.com/facebookincubator/bowler;91%;0/6;Equal;2/1464;True;88.9%;JavaScript (9.7%) - Other (1.4%);TP
bottlenose;https://github.com/lionheart/bottlenose;https://github.com/lionheart/bottlenose;https://github.com/lionheart/bottlenose;https://github.com/lionheart/bottlenose;https://github.com/lionheart/bottlenose;https://github.com/lionheart/bottlenose;;;0/10;Equal;1455/1462;True;92.3%;Makefile (7.7%);TP;https://github.com/lionheart/bottlenose;5;;0;;0;Equal;;;;;;;;https://github.com/lionheart/bottlenose;74%;0/10;Equal;1455/1462;True;92.3%;Makefile (7.7%);TP
mibian;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
docker-registry-client;https://github.com/yodle/docker-registry-client;https://github.com/yodle/docker-registry-client;https://github.com/yodle/docker-registry-client;https://github.com/yodle/docker-registry-client;https://github.com/yodle/docker-registry-client;https://github.com/yodle/docker-registry-client;;https://github.com/yodle/docker-registry-client;0/22;Equal;416/1295;True;100.0%;;TP;https://github.com/yodle/docker-registry-client;6;;0;;0;Equal;;;;;;;;https://github.com/yodle/docker-registry-client;91%;0/22;Equal;416/1295;True;100.0%;;TP
django-colorfield;https://github.com/fabiocaccamo/django-colorfield;https://github.com/fabiocaccamo/django-colorfield;https://github.com/fabiocaccamo/django-colorfield;https://github.com/fabiocaccamo/django-colorfield;https://github.com/fabiocaccamo/django-colorfield;https://github.com/fabiocaccamo/django-colorfield;;https://github.com/fabiocaccamo/django-colorfield;0/17;Equal;3/1427;True;90.5%;HTML (5.6%) - JavaScript (3.9%);TP;https://github.com/fabiocaccamo/django-colorfield;6;;0;;0;Equal;;;;;;;;https://github.com/fabiocaccamo/django-colorfield;91%;0/17;Equal;3/1427;True;90.5%;HTML (5.6%) - JavaScript (3.9%);TP
djangorestframework-recursive;https://github.com/heywbj/django-rest-framework-recursive;https://github.com/heywbj/django-rest-framework-recursive;;;https://github.com/heywbj/django-rest-framework-recursive;https://github.com/heywbj/django-rest-framework-recursive;;;2/31;Different;1324/1324;True;100.0%;;TP;https://github.com/heywbj/django-rest-framework-recursive;3;;0;;0;Equal;;;;;;;;https://github.com/heywbj/django-rest-framework-recursive;48%;2/31;Different;1324/1324;True;100.0%;;TP
oci-cli;https://github.com/oracle/oci-cli;;https://github.com/oracle/oci-cli;https://github.com/oracle/oci-cli;https://github.com/oracle/oci-cli;;;;0/7;Equal;53/1445;False;97.4%;Shell (2.4%) - PowerShell (0.2%);TP(?);https://github.com/oracle/oci-cli;3;;0;;0;Equal;;;;;;;;https://github.com/oracle/oci-cli;40%;0/7;Equal;53/1445;False;97.4%;Shell (2.4%) - PowerShell (0.2%);TP(?)
django-test-plus;https://github.com/revsys/django-test-plus;https://github.com/revsys/django-test-plus;https://github.com/revsys/django-test-plus;https://github.com/revsys/django-test-plus;;https://github.com/revsys/django-test-plus;;https://github.com/revsys/django-test-plus;0/16;Equal;5/1459;False;99.7%;Other (0.3%);TP(?);https://github.com/revsys/django-test-plus;5;;0;;0;Equal;;;;;;;;https://github.com/revsys/django-test-plus;77%;0/16;Equal;5/1459;False;99.7%;Other (0.3%);TP(?)
bitmath;https://github.com/tbielawa/bitmath;https://github.com/tbielawa/bitmath;https://github.com/tbielawa/bitmath;https://github.com/tbielawa/bitmath;https://github.com/tbielawa/bitmath;https://github.com/tbielawa/bitmath;;https://github.com/tbielawa/bitmath;0/7;Equal;92/1463;False;91.0%;Makefile (7.8%) - Roff (1.1%) - Shell (0.1%);TP(?);https://github.com/tbielawa/bitmath;6;;0;;0;Equal;;;;;;;;https://github.com/tbielawa/bitmath;91%;0/7;Equal;92/1463;False;91.0%;Makefile (7.8%) - Roff (1.1%) - Shell (0.1%);TP(?)
azureml-interpret;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
etcd3gw;https://github.com/dims/etcd3-gateway;https://github.com/dims/etcd3-gateway;;;https://github.com/dims/etcd3-gateway;https://github.com/dims/etcd3-gateway;;;6/13;Different;586/658;True;98.8%;Shell (1.2%);TP;https://github.com/dims/etcd3-gateway;3;;0;;0;Equal;;;;;;;;https://github.com/dims/etcd3-gateway;48%;6/13;Different;586/658;True;98.8%;Shell (1.2%);TP
fuzzy;https://github.com/yougov/fuzzy;https://github.com/yougov/fuzzy;;;https://github.com/yougov/fuzzy;https://github.com/yougov/fuzzy;;https://github.com/yougov/fuzzy;0/5;Equal;5/1259;True;21.6%;C (78.4%);TP;https://github.com/yougov/fuzzy;4;;0;;0;Equal;;;;;;;;https://github.com/yougov/fuzzy;65%;0/5;Equal;5/1259;True;21.6%;C (78.4%);TP
pyhacrf-datamade;https://github.com/dedupeio/pyhacrf;https://github.com/dedupeio/pyhacrf;;;https://github.com/dedupeio/pyhacrf;https://github.com/dedupeio/pyhacrf;;https://github.com/dedupeio/pyhacrf;9/16;Substring;1362/1464;False;99.7%;C (0.3%);;https://github.com/dedupeio/pyhacrf;4;;0;;0;Equal;;;;;;;;https://github.com/dedupeio/pyhacrf;65%;9/16;Substring;1362/1464;False;99.7%;C (0.3%);
sauceclient;https://github.com/cgoldberg/sauceclient;https://github.com/cgoldberg/sauceclient;https://github.com/cgoldberg/sauceclient;https://github.com/cgoldberg/sauceclient;https://github.com/cgoldberg/sauceclient;https://github.com/cgoldberg/sauceclient;;https://github.com/cgoldberg/sauceclient;0/11;Equal;20/1418;False;100.0%;;TP(?);https://github.com/cgoldberg/sauceclient;6;;0;;0;Equal;;;;;;;;https://github.com/cgoldberg/sauceclient;91%;0/11;Equal;20/1418;False;100.0%;;TP(?)
colcon-ros;https://github.com/colcon/colcon-ros;;;https://github.com/colcon/colcon-ros;https://github.com/colcon/colcon-core;https://github.com/colcon/colcon-ros;https://github.com/colcon/colcon.readthedocs.org;;0/10;Equal;10/63;False;100.0%;;TP(?);https://github.com/colcon/colcon-ros;2;https://github.com/colcon/colcon-core;1;https://github.com/colcon/colcon.readthedocs.org;1;Equal;;;;;;;;https://github.com/colcon/colcon-ros;25%;0/10;Equal;10/63;False;100.0%;;TP(?)
google-endpoints-api-management;https://github.com/cloudendpoints/endpoints-management-python;https://github.com/cloudendpoints/endpoints-management-python;;;https://github.com/cloudendpoints/endpoints-management-python;https://github.com/cloudendpoints/endpoints-management-python;https://github.com/grahamdumpleton/wsgiorg;https://github.com/cloudendpoints/endpoints-management-python;18/31;Different;62/1454;False;100.0%;;;https://github.com/cloudendpoints/endpoints-management-python;4;https://github.com/grahamdumpleton/wsgiorg;1;;0;Equal;;;;;;;;https://github.com/cloudendpoints/endpoints-management-python;65%;18/31;Different;62/1454;False;100.0%;;
restrictedpython;https://github.com/zopefoundation/restrictedpython;https://github.com/zopefoundation/restrictedpython;;;https://github.com/zopefoundation/restrictedpython;https://github.com/zopefoundation/restrictedpython;https://github.com/zopefoundation/restrictedpython;https://github.com/zopefoundation/restrictedpython;0/16;Equal;0/1448;True;100.0%;;TP;https://github.com/zopefoundation/restrictedpython;5;;0;;0;Equal;;;;;;;;https://github.com/zopefoundation/restrictedpython;74%;0/16;Equal;0/1448;True;100.0%;;TP
pretrainedmodels;https://github.com/cadene/pretrained-models.pytorch;https://github.com/cadene/pretrained-models.pytorch;https://github.com/veronikayurchuk/pretrained-models.pytorch;;https://github.com/cadene/pretrained-models.pytorch;https://github.com/cadene/pretrained-models.pytorch;;;9/25;Different;1040/1499;False;99.7%;Lua (0.3%);;https://github.com/cadene/pretrained-models.pytorch;3;https://github.com/veronikayurchuk/pretrained-models.pytorch;1;;0;Equal;;;;;;;;https://github.com/cadene/pretrained-models.pytorch;48%;9/25;Different;1040/1499;False;99.7%;Lua (0.3%);
timedelta;https://github.com/andrewp-as-is/timedelta.py;https://github.com/andrewp-as-is/timedelta.py;https://github.com/andrewp-as-is/timedelta.py;https://github.com/andrewp-as-is/timedelta.py;https://github.com/andrewp-as-is/timedelta.py;https://github.com/andrewp-as-is/timedelta.py;;;3/12;Substring;0/398;True;100.0%;;TP;https://github.com/andrewp-as-is/timedelta.py;5;;0;;0;Equal;;;;;;;;https://github.com/andrewp-as-is/timedelta.py;74%;3/12;Substring;0/398;True;100.0%;;TP
modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;https://github.com/pycqa/modernize;0/9;Equal;443/1319;True;100.0%;;TP;https://github.com/pycqa/modernize;7;;0;;0;Equal;;;;;;;;https://github.com/pycqa/modernize;100%;0/9;Equal;443/1319;True;100.0%;;TP
mechanicalsoup;https://github.com/mechanicalsoup/mechanicalsoup;;;;;;https://github.com/jjlee/mechanize;https://github.com/mechanicalsoup/mechanicalsoup;0/14;Equal;24/1451;True;100.0%;;TP;https://github.com/jjlee/mechanize;1;https://github.com/mechanicalsoup/mechanicalsoup;1;;0;Equal to second URL;7/14;Different;1318/1451;False;0%;;FP(?);https://github.com/mechanicalsoup/mechanicalsoup;17%;0/14;Equal;24/1451;True;100.0%;;TP
async-exit-stack;https://github.com/sorcio/async_exit_stack;https://github.com/sorcio/async_exit_stack;;;https://github.com/sorcio/async_exit_stack;https://github.com/sorcio/async_exit_stack;;https://github.com/sorcio/async_exit_stack;2/16;Different;1441/1441;True;92.8%;Makefile (7.2%);TP;https://github.com/sorcio/async_exit_stack;4;;0;;0;Equal;;;;;;;;https://github.com/sorcio/async_exit_stack;65%;2/16;Different;1441/1441;True;92.8%;Makefile (7.2%);TP
spyder;https://github.com/spyder-ide/spyder;;;https://github.com/spyder-ide/spyder;https://github.com/spyder-ide/spyder;;;https://github.com/spyder-ide/spyder;0/6;Equal;1454/1454;True;89.8%;JavaScript (9.3%) - CSS (0.6%) - HTML (0.2%) - Shell (0.1%) - C++ (0.0%);TP;https://github.com/spyder-ide/spyder;3;;0;;0;Equal;;;;;;;;https://github.com/spyder-ide/spyder;37%;0/6;Equal;1454/1454;True;89.8%;JavaScript (9.3%) - CSS (0.6%) - HTML (0.2%) - Shell (0.1%) - C++ (0.0%);TP
testlink-api-python-client;https://github.com/lczub/testlink-api-python-client;https://github.com/lczub/testlink-api-python-client;;;https://github.com/lczub/testlink-api-python-client;https://github.com/lczub/testlink-api-python-client;;;0/26;Equal;1469/1469;False;98.3%;RobotFramework (1.7%);;https://github.com/lczub/testlink-api-python-client;3;;0;;0;Equal;;;;;;;;https://github.com/lczub/testlink-api-python-client;48%;0/26;Equal;1469/1469;False;98.3%;RobotFramework (1.7%);
django-rosetta;https://github.com/mbi/django-rosetta;https://github.com/mbi/django-rosetta;https://github.com/mbi/django-rosetta;https://github.com/mbi/django-rosetta;https://github.com/mbi/django-rosetta;https://github.com/mbi/django-rosetta;;https://github.com/mbi/django-rosetta;0/14;Equal;751/751;True;81.4%;HTML (13.1%) - JavaScript (3.7%) - CSS (1.7%) - Shell (0.1%);TP;https://github.com/mbi/django-rosetta;6;;0;;0;Equal;;;;;;;;https://github.com/mbi/django-rosetta;91%;0/14;Equal;751/751;True;81.4%;HTML (13.1%) - JavaScript (3.7%) - CSS (1.7%) - Shell (0.1%);TP
pytictoc;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
wtforms-components;https://github.com/kvesteri/wtforms-components;https://github.com/kvesteri/wtforms-components;;https://github.com/kvesteri/wtforms-components;https://github.com/kvesteri/wtforms-components;https://github.com/kvesteri/wtforms-components;;;0/18;Equal;54/54;False;100.0%;;;https://github.com/kvesteri/wtforms-components;4;;0;;0;Equal;;;;;;;;https://github.com/kvesteri/wtforms-components;54%;0/18;Equal;54/54;False;100.0%;;
flask-log-request-id;https://github.com/workable/flask-log-request-id;https://github.com/workable/flask-log-request-id;https://github.com/workable/flask-log-request-id;;https://github.com/workable/flask-log-request-id;https://github.com/workable/flask-log-request-id;;;0/20;Equal;1465/1465;False;100.0%;;;https://github.com/workable/flask-log-request-id;4;;0;;0;Equal;;;;;;;;https://github.com/workable/flask-log-request-id;67%;0/20;Equal;1465/1465;False;100.0%;;
aws-cdk-aws-ecr;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;8/15;Substring;1474/1474;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal;;;;;;;;https://github.com/aws/aws-cdk;48%;8/15;Substring;1474/1474;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);
kmodes;https://github.com/nicodv/kmodes;https://github.com/nicodv/kmodes;https://github.com/nicodv/kmodes;https://github.com/nicodv/kmodes;https://github.com/nicodv/kmodes;https://github.com/nicodv/kmodes;;https://github.com/nicodv/kmodes;0/6;Equal;1439/1439;True;100.0%;;TP;https://github.com/nicodv/kmodes;6;;0;;0;Equal;;;;;;;;https://github.com/nicodv/kmodes;91%;0/6;Equal;1439/1439;True;100.0%;;TP
simplecosine;https://github.com/dedupeio/simplecosine;https://github.com/dedupeio/simplecosine;https://github.com/dedupeio/simplecosine;https://github.com/dedupeio/simplecosine;https://github.com/dedupeio/simplecosine;https://github.com/dedupeio/simplecosine;;;0/12;Equal;149/154;False;100.0%;;;https://github.com/dedupeio/simplecosine;5;;0;;0;Equal;;;;;;;;https://github.com/dedupeio/simplecosine;74%;0/12;Equal;149/154;False;100.0%;;
reportportal-client;https://github.com/reportportal/client-python;https://github.com/reportportal/client-python;;;https://github.com/reportportal/client-python;https://github.com/reportportal/client-python;;;16/19;Different;0/0;True;100.0%;;TP;https://github.com/reportportal/client-python;3;;0;;0;Equal;;;;;;;;https://github.com/reportportal/client-python;48%;16/19;Different;0/0;True;100.0%;;TP
osmium;https://github.com/osmcode/pyosmium;;https://github.com/osmcode/pyosmium;;https://github.com/osmcode/pyosmium;https://github.com/osmcode/pyosmium;;;2/8;Substring;1229/1229;False;55.3%;C++ (34.9%) - CMake (9.7%) - C (0.1%);;https://github.com/osmcode/pyosmium;3;;0;;0;Equal;;;;;;;;https://github.com/osmcode/pyosmium;52%;2/8;Substring;1229/1229;False;55.3%;C++ (34.9%) - CMake (9.7%) - C (0.1%);
