Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
azure-mgmt-redis;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1150/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
dataclasses;https://github.com/ericvsmith/dataclasses;https://github.com/ericvsmith/dataclasses;https://github.com/ericvsmith/dataclasses;https://github.com/ericvsmith/dataclasses;https://github.com/ericvsmith/dataclasses;https://github.com/ericvsmith/dataclasses;;;0/11;Equal;4/1457;True;99.4%;Makefile (0.6%);TP;https://github.com/ericvsmith/dataclasses;5;;0;;0;Equal
azure-mgmt-iothub;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;11/20;Different;1163/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
pyaml;https://github.com/mk-fg/pretty-yaml;https://github.com/mk-fg/pretty-yaml;;;https://github.com/mk-fg/pretty-yaml;https://github.com/mk-fg/pretty-yaml;;;6/11;Different;47/1462;False;100.0%;;;https://github.com/mk-fg/pretty-yaml;3;;0;;0;Equal
thinc;https://github.com/explosion/thinc;https://github.com/explosion/thinc;https://github.com/explosion/thinc;https://github.com/explosion/thinc;https://github.com/explosion/thinc;https://github.com/explosion/thinc;https://github.com/python/mypy;https://github.com/explosion/thinc;0/5;Equal;0/1464;True;86.3%;JavaScript (7.6%) - Sass (4.0%) - Cuda (2.1%);TP;https://github.com/explosion/thinc;6;https://github.com/python/mypy;1;;0;Equal
google-cloud-spanner;https://github.com/googleapis/python-spanner;https://github.com/googleapis/python-spanner;;;https://github.com/googleapis/python-spanner;https://github.com/googleapis/python-spanner;;https://github.com/googleapis/google-cloud-python;11/20;Different;63/1450;True;98.5%;Shell (1.4%) - Dockerfile (0.1%);TP;https://github.com/googleapis/python-spanner;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal
h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;https://github.com/python-hyper/h11;0/3;Equal;22/1467;False;100.0%;;TP(?);https://github.com/python-hyper/h11;7;;0;;0;Equal
factory-boy;https://github.com/factoryboy/factory_boy;https://github.com/factoryboy/factory_boy;;;https://github.com/factoryboy/factory_boy;https://github.com/factoryboy/factory_boy;https://github.com/factoryboy/factory_boy;https://github.com/factoryboy/factory_boy;1/11;Different;28/1451;True;99.0%;Makefile (1.0%);TP;https://github.com/factoryboy/factory_boy;5;;0;;0;Equal
sqlalchemy-utils;https://github.com/kvesteri/sqlalchemy-utils;https://github.com/kvesteri/sqlalchemy-utils;;https://github.com/kvesteri/sqlalchemy-utils;https://github.com/kvesteri/sqlalchemy-utils;https://github.com/kvesteri/sqlalchemy-utils;;;0/16;Equal;77/126;True;99.9%;Shell (0.1%);TP;https://github.com/kvesteri/sqlalchemy-utils;4;;0;;0;Equal
lz4;https://github.com/python-lz4/python-lz4;https://github.com/python-lz4/python-lz4;;;https://github.com/python-lz4/python-lz4;https://github.com/python-lz4/python-lz4;;https://github.com/python-lz4/python-lz4;7/10;Substring;10/1267;False;19.0%;C (81.0%);;https://github.com/python-lz4/python-lz4;4;;0;;0;Equal
preshed;https://github.com/explosion/preshed;https://github.com/explosion/preshed;https://github.com/explosion/preshed;https://github.com/explosion/preshed;https://github.com/explosion/preshed;https://github.com/explosion/preshed;;https://github.com/explosion/wheelwright;0/7;Equal;0/163;True;78.8%;C (20.3%) - Shell (0.9%);TP;https://github.com/explosion/preshed;5;https://github.com/explosion/wheelwright;1;;0;Equal
azure-mgmt-cognitiveservices;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;20/28;Different;1157/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
influxdb;https://github.com/influxdata/influxdb-python;https://github.com/influxdata/influxdb-python;;;https://github.com/influxdata/influxdb-python;https://github.com/influxdata/influxdb-python;https://github.com/influxdata/influxdb-python;https://github.com/influxdata/influxdb-python;7/15;Substring;24/1443;True;99.9%;Shell (0.1%);TP;https://github.com/influxdata/influxdb-python;5;;0;;0;Equal
azure-mgmt-trafficmanager;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;17/25;Different;1160/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;https://github.com/pycontribs/jira;0/4;Equal;65/1444;True;98.4%;Makefile (1.3%) - Shell (0.3%);TP;https://github.com/pycontribs/jira;7;;0;;0;Equal
azure-mgmt-containerinstance;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;18/28;Different;1156/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
newrelic;https://github.com/newrelic/newrelic-python-agent;;;https://github.com/newrelic/newrelic-python-agent;https://github.com/newrelic/newrelic-python-agent;https://github.com/newrelic/newrelic-python-agent;;;13/21;Substring;4/1479;False;96.1%;C (3.0%) - HTML (0.9%);TP(?);https://github.com/newrelic/newrelic-python-agent;3;;0;;0;Equal
datetime;https://github.com/zopefoundation/datetime;https://github.com/zopefoundation/datetime;;;https://github.com/zopefoundation/datetime;https://github.com/zopefoundation/datetime;;;0/8;Equal;1257/1458;True;100.0%;;TP;https://github.com/zopefoundation/datetime;3;;0;;0;Equal
aws-sam-translator;https://github.com/aws/serverless-application-model;https://github.com/aws/serverless-application-model;;;https://github.com/aws/serverless-application-model;https://github.com/aws/serverless-application-model;;;23/28;Different;1/1465;False;99.9%;Makefile (0.1%);;https://github.com/aws/serverless-application-model;3;;0;;0;Equal
passlib;;;;;;;;;;;;;;;;;0;;0;;0;Equal
murmurhash;https://github.com/explosion/murmurhash;https://github.com/explosion/murmurhash;https://github.com/explosion/murmurhash;;;;;;0/10;Equal;0/31;True;21.8%;C++ (49.9%) - C (27.5%) - Shell (0.8%);TP;https://github.com/explosion/murmurhash;2;;0;;0;Equal
requests-mock;https://github.com/jamielennox/requests-mock;;https://github.com/jamielennox/requests-mock;;;;;;0/13;Equal;1325/1447;True;100.0%;;TP;https://github.com/jamielennox/requests-mock;1;;0;;0;Equal
azure-mgmt-eventhub;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;;;;;12/20;Different;1173/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;1;;0;;0;Equal
moto;https://github.com/spulec/moto;https://github.com/spulec/moto;https://github.com/spulec/moto;https://github.com/spulec/moto;https://github.com/spulec/moto;https://github.com/spulec/moto;;https://github.com/spulec/moto;0/4;Equal;934/1455;True;99.9%;HTML (0.1%) - Shell (0.0%) - Java (0.0%) - Makefile (0.0%) - Scala (0.0%);TP;https://github.com/spulec/moto;6;;0;;0;Equal
coloredlogs;https://github.com/xolox/python-coloredlogs;;;https://github.com/xolox/python-coloredlogs;https://github.com/xolox/python-coloredlogs;;https://github.com/xolox/python-coloredlogs;https://github.com/xolox/python-coloredlogs;7/18;Substring;130/1454;False;97.1%;Makefile (1.6%) - Shell (1.3%);TP(?);https://github.com/xolox/python-coloredlogs;4;;0;;0;Equal
django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;https://github.com/jschneier/django-storages;0/15;Equal;7/1466;True;100.0%;;TP;https://github.com/jschneier/django-storages;7;;0;;0;Equal
multiprocess;https://github.com/uqfoundation/multiprocess;;https://github.com/uqfoundation/multiprocess;https://github.com/uqfoundation/multiprocess;https://github.com/uqfoundation/pathos;https://github.com/uqfoundation/multiprocess;;;0/12;Equal;135/1465;False;63.1%;HTML (28.2%) - C (7.7%) - CSS (1.0%);TP(?);https://github.com/uqfoundation/multiprocess;3;https://github.com/uqfoundation/pathos;1;;0;Equal
simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;https://github.com/simple-salesforce/simple-salesforce;0/17;Equal;33/1479;False;100.0%;;TP(?);https://github.com/simple-salesforce/simple-salesforce;7;;0;;0;Equal
azure-mgmt-loganalytics;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/23;Different;1158/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
cymem;https://github.com/explosion/cymem;https://github.com/explosion/cymem;https://github.com/explosion/cymem;https://github.com/explosion/cymem;https://github.com/explosion/cymem;https://github.com/explosion/cymem;;https://github.com/explosion/wheelwright;0/5;Equal;2/1465;True;97.2%;Shell (2.8%);TP;https://github.com/explosion/cymem;5;https://github.com/explosion/wheelwright;1;;0;Equal
aenum;https://github.com/ethanfurman/aenum;https://github.com/ethanfurman/aenum;https://github.com/ethanfurman/aenum;https://github.com/ethanfurman/aenum;https://github.com/ethanfurman/aenum;https://github.com/ethanfurman/aenum;;;0/5;Equal;582/1470;False;100.0%;;TP(?);https://github.com/ethanfurman/aenum;5;;0;;0;Equal
msgpack-python;;;;;;;;;;;;;;;;;0;;0;;0;Equal
azure-mgmt-recoveryservicesbackup;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;24/33;Different;1168/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
python3-openid;https://github.com/necaris/python3-openid;https://github.com/necaris/python3-openid;https://github.com/necaris/python3-openid;https://github.com/necaris/python3-openid;https://github.com/necaris/python3-openid;https://github.com/necaris/python3-openid;;;0/14;Equal;1205/1460;False;99.6%;Other (0.4%);;https://github.com/necaris/python3-openid;5;;0;;0;Equal
azure-mgmt-applicationinsights;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;20/30;Different;1159/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
pyrfc3339;https://github.com/kurtraschke/pyrfc3339;https://github.com/kurtraschke/pyrfc3339;;;https://github.com/kurtraschke/pyrfc3339;https://github.com/kurtraschke/pyrfc3339;;https://github.com/kurtraschke/pyrfc3339;0/9;Equal;43/858;False;100.0%;;TP(?);https://github.com/kurtraschke/pyrfc3339;4;;0;;0;Equal
plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;https://github.com/ialbert/plac;;0/4;Equal;15/1451;False;99.5%;Makefile (0.5%);TP(?);https://github.com/ialbert/plac;6;;0;;0;Equal
zeep;;;;;;;;;;;;;;;;;0;;0;;0;Equal
shellingham;https://github.com/sarugaku/shellingham;https://github.com/sarugaku/shellingham;https://github.com/sarugaku/shellingham;https://github.com/sarugaku/shellingham;https://github.com/sarugaku/shellingham;https://github.com/sarugaku/shellingham;;;0/11;Equal;94/1456;True;100.0%;;TP;https://github.com/sarugaku/shellingham;5;;0;;0;Equal
azure-mgmt-media;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1151/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-reservations;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/23;Different;1170/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-servicefabric;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;16/24;Different;1160/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-servicebus;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/21;Different;1156/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
azure-mgmt-recoveryservices;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;18/27;Different;1155/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
stripe;https://github.com/stripe/stripe-python;https://github.com/stripe/stripe-python;;https://github.com/stripe/stripe-python;https://github.com/stripe/stripe-python;https://github.com/stripe/stripe-python;;;7/13;Substring;1063/1453;False;99.8%;Makefile (0.2%);;https://github.com/stripe/stripe-python;4;;0;;0;Equal
azure-mgmt-marketplaceordering;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;19/30;Different;1149/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal
phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;https://github.com/daviddrysdale/python-phonenumbers;;;7/19;Substring;1/1464;False;100.0%;;TP(?);https://github.com/daviddrysdale/python-phonenumbers;5;;0;;0;Equal
discord;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;https://github.com/rapptz/discord.py;;;3/10;Substring;1371/1441;https://pypi.org/project/discord.py;100.0%;;;https://github.com/rapptz/discord.py;5;;0;;0;Equal
