Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different;Names Lev. dist.;Names Similarity;Statistics;Descr. Lev. dist.;Readthedocs;GitHub badge;PyPI badge;Python lang. perc.;Other languages
enum34;https://github.com/enum34/enum34;True;;;;;0%;True;6/6;Different;False;607/607;False;False;False;0%;
google-cloud-core;https://github.com/googleapis/python-cloud-core;False;https://github.com/googleapis/python-cloud-core;https://github.com/googleapis/python-cloud-core;https://github.com/googleapis/python-cloud-core;https://github.com/googleapis/python-cloud-core;100%;False;6/17;Different;True;51/603;False;False;True;83.4%;Shell (15.0%) - Dockerfile (1.6%)
py;https://github.com/pytest-dev/py;False;https://github.com/pytest-dev/py;https://github.com/pytest-dev/py;https://github.com/pytest-dev/py;https://github.com/pytest-dev/py;100%;False;0/2;Equal;False;0/838;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
pluggy;https://github.com/pytest-dev/pluggy;False;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;100%;False;0/6;Equal;True;248/1423;True;True;True;100.0%;
pygments;https://github.com/pygments/pygments;False;https://github.com/pygments/pygments;;https://github.com/pygments/pygments;https://github.com/pygments/pygments;66%;False;0/8;Equal;False;673/1016;False;False;False;58.6%;Emacs (Lisp%) - Smalltalk (2.4%) - Shell (2.0%) - COBOL (1.8%) - HTML (1.7%) - Other (30.4%)
psutil;https://github.com/giampaolo/psutil;False;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;100%;False;0/6;Equal;True;263/1430;True;True;True;61.4%;C (37.3%) - Other (1.3%)
flask;https://github.com/pallets/flask;False;https://github.com/pallets/flask;https://github.com/pallets/flask;https://github.com/pallets/flask;https://github.com/pallets/flask;100%;False;0/5;Equal;True;105/1453;https://github.com/grahamdumpleton/wsgiorg;False;False;99.9%;Other (0.1%)
pyjwt;https://github.com/jpadilla/pyjwt;False;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;100%;False;0/5;Equal;True;6/741;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
coverage;https://github.com/nedbat/coveragepy;False;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;100%;False;2/10;Substring;True;11/1320;True;True;True;78.3%;HTML (10.7%) - JavaScript (3.6%) - C (3.4%) - CSS (2.3%) - SCSS (1.1%) - Other (0.6%)
scikit-learn;https://github.com/scikit-learn/scikit-learn;False;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;100%;False;0/12;Equal;True;4/1449;False;True;True;97.7%;C++ (1.5%) - Other (0.8%)
pyrsistent;https://github.com/tobgu/pyrsistent;False;https://github.com/tobgu/pyrsistent;;https://github.com/tobgu/pyrsistent;https://github.com/tobgu/pyrsistent;66%;False;0/10;Equal;True;21/1474;https://github.com/tox-dev/tox;True;True;85.3%;C (14.7%)
itsdangerous;https://github.com/pallets/itsdangerous;False;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;100%;False;0/12;Equal;True;118/1432;False;False;False;100.0%;
wrapt;https://github.com/grahamdumpleton/wrapt;False;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;100%;False;0/5;Equal;True;12/1469;False;True;True;72.0%;C (27.9%) - Makefile (0.1%)
pillow;https://github.com/python-pillow/pillow;False;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;100%;False;0/6;Equal;True;0/885;https://github.com/readthedocs/sphinx_rtd_theme;True;True;57.9%;C (40.7%) - HTML (0.6%) - PostScript (0.4%) - Shell (0.2%) - CMake (0.1%) - Other (0.1%)
google-cloud-storage;https://github.com/googleapis/python-storage;False;https://github.com/googleapis/python-storage;https://github.com/googleapis/python-storage;https://github.com/googleapis/python-storage;https://github.com/googleapis/python-storage;100%;False;11/20;Different;True;73/1447;False;https://github.com/googleapis/google-cloud-python;True;97.0%;Shell (2.7%) - Dockerfile (0.3%)
virtualenv;https://github.com/pypa/virtualenv;False;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;100%;False;0/10;Equal;True;0/283;False;True;True;97.4%;Shell (1.6%) - Other (1.0%)
ipaddress;https://github.com/phihag/ipaddress;False;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;100%;False;0/9;Equal;True;754/800;False;False;False;98.8%;Other (1.2%)
websocket-client;https://github.com/websocket-client/websocket-client;False;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;100%;False;0/16;Equal;True;1007/1458;False;False;True;23.7%;HTML (76.3%)
pyopenssl;https://github.com/pyca/cryptography;False;https://github.com/pyca/pyopenssl;https://github.com/pyca/cryptography;https://github.com/pyca/pyopenssl;https://github.com/pyca/pyopenssl;66%;True;0/9;Equal;False;684/1440;False;True;False;100.0%;
sqlalchemy;https://github.com/sqlalchemy/sqlalchemy;False;https://github.com/sqlalchemy/sqlalchemy;;https://github.com/sqlalchemy/sqlalchemy;https://github.com/sqlalchemy/sqlalchemy;66%;False;0/10;Equal;True;22/1459;False;False;True;99.5%;C (0.5%)
entrypoints;https://github.com/takluyver/entrypoints;False;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;100%;False;0/11;Equal;True;620/1272;https://github.com/readthedocs/sphinx_rtd_theme;False;False;100.0%;
google-resumable-media;https://github.com/googleapis/google-resumable-media-python;False;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;100%;False;7/29;Substring;True;22/449;False;False;False;95.7%;Shell (3.9%) - Dockerfile (0.4%)
joblib;https://github.com/joblib/joblib;False;https://github.com/joblib/joblib;https://github.com/tommoral/loky;https://github.com/joblib/joblib;https://github.com/joblib/joblib;66%;False;0/6;Equal;False;4/1455;True;False;True;98.8%;Shell (1.2%)
lxml;https://github.com/lxml/lxml;False;https://github.com/lxml/lxml;https://github.com/lxml/lxml;https://github.com/lxml/lxml;https://github.com/lxml/lxml;100%;False;0/4;Equal;False;1175/1468;False;False;False;91.8%;XSLT (6.5%) - Other (1.7%)
configparser;https://github.com/jaraco/configparser;False;https://github.com/jaraco/configparser;https://github.com/psf/black;https://github.com/jaraco/configparser;https://github.com/jaraco/configparser;66%;False;0/12;Equal;True;6/1441;https://github.com/bitprophet/alabaster;True;True;87.6%;Roff (12.4%)
prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;False;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;100%;False;7/21;Substring;True;47/1456;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
asn1crypto;https://github.com/wbond/asn1crypto;False;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;100%;False;0/10;Equal;True;0/1383;False;True;True;100.0%;
ipython;https://github.com/ipython/ipython;False;https://github.com/ipython/ipython;https://github.com/ipython/ipython;https://github.com/ipython/ipython;https://github.com/ipython/ipython;100%;False;0/7;Equal;True;1064/1466;True;False;True;70.8%;Jupyter (Notebook%) - Other (0.4%)
pexpect;https://github.com/pexpect/pexpect;False;;;https://github.com/pexpect/pexpect;https://github.com/pexpect/pexpect;33%;False;0/7;Equal;False;640/1469;True;False;False;98.4%;Other (1.6%)
redis;https://github.com/andymccurdy/redis-py;False;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;100%;False;3/8;Substring;True;234/1453;https://github.com/readthedocs/sphinx_rtd_theme;True;True;98.2%;Shell (1.5%) - Other (0.3%)
isodate;https://github.com/gweis/isodate;False;https://github.com/gweis/isodate;https://github.com/gweis/isodate;https://github.com/gweis/isodate;https://github.com/gweis/isodate;100%;False;0/7;Equal;True;1/1449;False;True;True;100.0%;
httplib2;https://github.com/httplib2/httplib2;False;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;100%;False;0/8;Equal;True;462/1453;False;False;False;81.5%;HTML (11.2%) - TeX (3.3%) - Shell (2.1%) - CSS (1.6%) - Makefile (0.3%)
matplotlib;https://github.com/matplotlib/matplotlib;False;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;100%;False;0/10;Equal;True;3/1453;False;True;True;88.9%;C++ (7.9%) - Jupyter (Notebook%) - Objective-C (1.0%) - JavaScript (0.4%) - C (0.3%) - Other (0.2%)
ptyprocess;https://github.com/pexpect/ptyprocess;False;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;https://github.com/pexpect/ptyprocess;100%;False;0/10;Equal;True;2/509;False;False;False;100.0%;
mock;https://github.com/testing-cabal/mock;False;https://github.com/testing-cabal/mock;https://github.com/testing-cabal/mock;https://github.com/testing-cabal/mock;https://github.com/testing-cabal/mock;100%;False;0/4;Equal;False;0/627;False;False;False;100.0%;
mccabe;https://github.com/pycqa/mccabe;False;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;https://github.com/pycqa/mccabe;100%;False;0/6;Equal;True;304/1458;False;False;False;100.0%;
google-api-python-client;https://github.com/googleapis/google-api-python-client;False;https://github.com/googleapis/google-api-python-client;https://github.com/googlecloudplatform/google-cloud-python;https://github.com/googleapis/google-api-python-client;https://github.com/googleapis/google-api-python-client;66%;False;0/24;Equal;True;11/1469;False;False;True;93.9%;Shell (5.8%) - Makefile (0.3%)
boto;https://github.com/boto/boto3;False;https://github.com/boto/boto;https://github.com/boto/boto3;https://github.com/boto/boto;https://github.com/boto/boto;66%;True;0/4;Equal;True;8/1464;False;True;True;100.0%;
tornado;https://github.com/tornadoweb/tornado;False;https://github.com/tornadoweb/tornado;;https://github.com/tornadoweb/tornado;https://github.com/tornadoweb/tornado;66%;False;0/7;Equal;False;21/941;False;True;False;99.6%;Other (0.4%)
defusedxml;https://github.com/tiran/defusedxml;False;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;https://github.com/tiran/defusedxml;100%;False;0/10;Equal;True;73/1470;False;True;True;84.3%;CSS (9.6%) - XSLT (2.4%) - Makefile (2.1%) - Ruby (0.9%) - PHP (0.5%) - Perl (0.2%)
beautifulsoup4;https://github.com/beautifulsoup4/beautifulsoup4;True;;;;;0%;True;14/14;Different;False;1439/1439;False;False;False;0%;
tqdm;https://github.com/tqdm/tqdm;False;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;https://github.com/tqdm/tqdm;100%;False;0/4;Equal;True;12/1453;False;True;True;79.3%;Jupyter (Notebook%) - Roff (2.4%) - Makefile (1.4%) - Shell (0.3%)
docker;https://github.com/docker/docker-py;False;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;https://github.com/docker/docker-py;100%;False;3/9;Substring;True;6/1454;True;True;False;99.2%;Other (0.8%)
traitlets;https://github.com/ipython/traitlets;False;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;https://github.com/ipython/traitlets;100%;False;0/9;Equal;True;1/1436;True;True;False;100.0%;
tensorboard;https://github.com/tensorflow/tensorboard;False;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;https://github.com/tensorflow/tensorboard;100%;False;0/11;Equal;True;1238/1472;False;False;False;32.7%;TypeScript (55.2%) - Starlark (5.5%) - Rust (3.0%) - HTML (1.3%) - SCSS (0.8%) - Other (1.5%)
appdirs;https://github.com/activestate/appdirs;False;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;https://github.com/activestate/appdirs;100%;False;0/7;Equal;True;16/1448;False;True;False;98.9%;Dockerfile (1.1%)
pycodestyle;https://github.com/pycqa/pycodestyle;False;;https://github.com/pycqa/pycodestyle;https://github.com/pycqa/pycodestyle;https://github.com/pycqa/pycodestyle;66%;False;0/11;Equal;False;2/1449;True;True;True;99.9%;Makefile (0.1%)
tensorflow;https://github.com/tensorflow/tensorflow;False;https://github.com/tensorflow/tensorflow;;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;66%;False;0/10;Equal;True;1115/1439;False;False;True;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%)
ipython-genutils;https://github.com/ipython-genutils/ipython-genutils;True;;;;;0%;True;16/16;Different;False;49/49;False;False;False;0%;
webencodings;https://github.com/simonsapin/python-webencodings;False;https://github.com/simonsapin/python-webencodings;https://github.com/simonsapin/python-webencodings;https://github.com/simonsapin/python-webencodings;https://github.com/simonsapin/python-webencodings;100%;False;7/19;Substring;True;19/926;False;False;False;100.0%;
kiwisolver;https://github.com/nucleic/kiwi;False;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;https://github.com/nucleic/kiwi;100%;False;6/10;Substring;True;15/548;https://github.com/readthedocs/sphinx_rtd_theme;True;False;12.4%;C++ (87.2%) - Other (0.4%)
bleach;https://github.com/mozilla/bleach;False;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;https://github.com/mozilla/bleach;100%;False;0/6;Equal;True;17/1455;True;True;True;98.6%;HTML (1.1%) - Shell (0.3%)
uritemplate;https://github.com/python-hyper/uritemplate;False;;https://github.com/python-hyper/uritemplate;https://github.com/python-hyper/uritemplate;https://github.com/python-hyper/uritemplate;66%;False;0/11;Equal;False;186/1445;False;False;False;100.0%;
msrest;https://github.com/azure/msrest-for-python;False;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;https://github.com/azure/msrest-for-python;100%;False;11/17;Substring;True;56/1415;False;True;False;100.0%;
pbr;https://github.com/pbr/pbr;True;;;;;0%;True;3/3;Different;False;1473/1473;False;False;False;0%;
pickleshare;https://github.com/pickleshare/pickleshare;False;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;https://github.com/pickleshare/pickleshare;100%;False;0/11;Equal;True;89/972;False;False;False;100.0%;
tabulate;https://github.com/astanin/python-tabulate;False;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;https://github.com/astanin/python-tabulate;100%;False;7/15;Substring;True;54/1459;https://github.com/tox-dev/tox;False;False;100.0%;
psycopg2-binary;https://github.com/psycopg/psycopg2;False;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;100%;False;7/15;Substring;True;94/1471;False;True;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%)
bcrypt;https://github.com/pyca/bcrypt;False;https://github.com/pyca/bcrypt;;https://github.com/pyca/bcrypt;https://github.com/pyca/bcrypt;66%;False;0/6;Equal;True;13/1451;https://github.com/bitprophet/alabaster;True;True;28.9%;C (71.1%)
typing;https://github.com/python/typing;False;https://github.com/python/cpython;https://github.com/python/typing;https://github.com/python/typing;https://github.com/python/typing;66%;False;0/6;Equal;True;1111/1435;False;False;False;99.8%;Shell (0.2%)
azure-common;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;11/20;Different;True;1230/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
argparse;https://github.com/thomaswaldmann/argparse;False;https://github.com/thomaswaldmann/argparse;;https://github.com/thomaswaldmann/argparse;https://github.com/thomaswaldmann/argparse;66%;False;0/8;Equal;True;1143/1466;False;False;False;100.0%;
absl-py;https://github.com/abseil/abseil-py;False;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;https://github.com/abseil/abseil-py;100%;False;2/9;Different;True;0/1084;False;False;False;97.5%;Starlark (2.3%) - Shell (0.2%)
prometheus-client;https://github.com/prometheus/client_python;False;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;https://github.com/prometheus/client_python;100%;False;15/17;Different;True;2/1454;False;False;False;100.0%;
pyzmq;https://github.com/zeromq/pyzmq;False;https://github.com/zeromq/pyzmq;https://github.com/zeromq/libzmq;https://github.com/zeromq/pyzmq;https://github.com/zeromq/pyzmq;66%;False;0/5;Equal;False;0/1464;False;True;False;75.3%;Jupyter (Notebook%) - C++ (4.9%) - C (2.7%) - Batchfile (0.4%) - Makefile (0.2%) - Other (0.1%)
soupsieve;https://github.com/facelessuser/soupsieve;False;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;https://github.com/facelessuser/soupsieve;100%;False;0/9;Equal;True;29/1460;https://github.com/readthedocs/sphinx_rtd_theme;True;True;100.0%;
typed-ast;https://github.com/python/typed_ast;False;https://github.com/python/typed_ast;https://github.com/python/typed_ast;https://github.com/python/typed_ast;https://github.com/python/typed_ast;100%;False;1/9;Different;True;1071/1473;False;False;False;22.5%;C (76.8%) - Other (0.7%)
tensorflow-estimator;https://github.com/tensorflow/estimator;False;;;https://github.com/tensorflow/estimator;https://github.com/tensorflow/estimator;33%;False;11/20;Substring;True;1255/1364;False;False;False;97.5%;Starlark (2.1%) - Other (0.4%)
azure-storage-blob;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;66%;False;11/20;Different;True;1146/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
paramiko;https://github.com/paramiko/paramiko;False;https://github.com/paramiko/paramiko;;https://github.com/paramiko/paramiko;https://github.com/paramiko/paramiko;66%;False;0/8;Equal;True;1194/1454;False;False;False;100.0%;
markdown;https://github.com/python-markdown/markdown;False;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;https://github.com/python-markdown/markdown;100%;False;0/8;Equal;True;107/879;False;True;True;99.5%;Other (0.5%)
pynacl;https://github.com/pyca/pynacl;False;https://github.com/pyca/pynacl;https://github.com/jedisct1/libsodium;https://github.com/pyca/pynacl;https://github.com/pyca/pynacl;66%;False;0/6;Equal;True;1092/1436;https://github.com/readthedocs/sphinx_rtd_theme;True;True;5.1%;C (67.4%) - Shell (11.5%) - Makefile (9.2%) - Objective-C (2.5%) - Assembly (1.5%) - Other (2.8%)
atomicwrites;https://github.com/untitaker/python-atomicwrites;False;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;https://github.com/untitaker/python-atomicwrites;100%;False;7/19;Substring;True;152/1455;False;True;False;99.4%;Makefile (0.6%)
gunicorn;https://github.com/benoitc/gunicorn;False;https://github.com/benoitc/gunicorn;;https://github.com/benoitc/gunicorn;https://github.com/benoitc/gunicorn;66%;False;0/8;Equal;False;6/945;False;True;True;99.9%;Makefile (0.1%)
lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;False;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;https://github.com/ionelmc/python-lazy-object-proxy;100%;False;7/24;Substring;True;275/1434;False;False;True;65.4%;C (33.9%) - Batchfile (0.7%)
pyflakes;https://github.com/pycqa/pyflakes;False;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;https://github.com/pycqa/pyflakes;100%;False;0/8;Equal;True;16/1457;False;True;False;100.0%;
google-auth-oauthlib;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;False;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;https://github.com/googlecloudplatform/google-auth-library-python-oauthlib;100%;False;15/35;Different;True;36/313;True;False;True;69.2%;Shell (27.8%) - Dockerfile (3.0%)
cycler;https://github.com/matplotlib/cycler;False;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;100%;False;0/6;Equal;True;29/64;False;False;True;98.2%;Other (1.8%)
filelock;https://github.com/benediktschmitt/py-filelock;False;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;100%;False;3/11;Substring;True;3/1453;True;False;False;100.0%;
h5py;https://github.com/h5py/h5py;False;;;https://github.com/h5py/h5py;https://github.com/h5py/h5py;33%;False;0/4;Equal;False;609/803;False;False;False;95.4%;C (3.6%) - Other (1.0%)
termcolor;https://github.com/termcolor/termcolor;True;;;;;0%;True;9/9;Different;False;1290/1290;False;False;False;0%;
google-auth-httplib2;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;False;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;https://github.com/googlecloudplatform/google-auth-library-python-httplib2;100%;False;15/35;Different;True;34/426;False;False;True;48.9%;Shell (45.7%) - Dockerfile (5.4%)
psycopg2;https://github.com/psycopg/psycopg2;False;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;100%;False;0/8;Equal;True;94/1471;False;True;False;48.9%;C (48.2%) - C++ (1.0%) - Objective-C (0.8%) - Shell (0.6%) - Batchfile (0.3%) - Makefile (0.2%)
google-cloud-bigquery;https://github.com/googleapis/python-bigquery;False;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;100%;False;11/21;Different;True;63/1445;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/googleapis/google-cloud-python;True;98.4%;Shell (1.4%) - Dockerfile (0.2%)
flake8;https://github.com/flake8/flake8;True;;;;;0%;True;6/6;Different;False;1392/1392;False;False;False;0%;
gitpython;https://github.com/gitpython-developers/gitpython;False;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;100%;False;0/9;Equal;True;1415/1483;False;False;False;99.3%;Other (0.7%)
dill;https://github.com/uqfoundation/dill;False;https://github.com/uqfoundation/dill;;https://github.com/uqfoundation/dill;https://github.com/uqfoundation/dill;66%;False;0/4;Equal;True;59/1476;False;False;False;100.0%;
pathlib2;https://github.com/mcmtroffaes/pathlib2;False;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;100%;False;0/8;Equal;True;229/1460;False;False;False;99.1%;PowerShell (0.9%)
toml;https://github.com/uiri/toml;False;https://github.com/uiri/toml;https://github.com/uiri/toml;https://github.com/uiri/toml;https://github.com/uiri/toml;100%;False;0/4;Equal;True;8/1429;False;True;True;99.7%;Shell (0.3%)
multidict;https://github.com/aio-libs/multidict;False;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;100%;False;0/9;Equal;True;21/1450;True;True;True;48.1%;C (50.5%) - Makefile (1.4%)
jupyter-core;https://github.com/jupyter-core/jupyter-core;True;;;;;0%;True;12/12;Different;False;66/66;False;False;False;0%;
contextlib2;https://github.com/contextlib2/contextlib2;True;https://github.com/jazzband/contextlib2;;;https://github.com/jazzband/contextlib2;33%;True;0/11;Equal;False;16/643;False;True;False;100.0%;
nbformat;https://github.com/nbformat/nbformat;True;;;;;0%;True;8/8;Different;False;120/120;False;False;False;0%;
isort;https://github.com/pycqa/isort;False;https://github.com/pycqa/isort;https://github.com/pycqa/isort;https://github.com/pycqa/isort;https://github.com/pycqa/isort;100%;False;0/5;Equal;True;80/1429;False;True;True;99.7%;Other (0.3%)
funcsigs;https://github.com/testing-cabal/funcsigs;False;;;https://github.com/testing-cabal/funcsigs;https://github.com/testing-cabal/funcsigs;33%;False;0/8;Equal;False;1388/1499;False;False;False;99.2%;Makefile (0.8%)
sqlparse;https://github.com/andialbrecht/sqlparse;False;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;100%;False;0/8;Equal;True;38/1311;True;False;False;98.1%;PLpgSQL (1.7%) - Makefile (0.2%)
pymongo;https://github.com/mongodb/mongo-python-driver;False;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;100%;False;15/19;Different;True;12/1453;False;False;False;92.2%;C (7.1%) - Shell (0.7%)
ipykernel;https://github.com/ipykernel/ipykernel;True;;;;;0%;True;9/9;Different;False;30/30;False;False;False;0%;
mistune;https://github.com/lepture/mistune;False;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;100%;False;0/7;Equal;True;1063/1442;False;True;False;99.1%;Makefile (0.9%)
docopt;https://github.com/docopt/docopt;False;;https://github.com/keleshev/schema;https://github.com/docopt/docopt;https://github.com/docopt/docopt;33%;False;0/6;Equal;False;17/1458;False;False;True;100.0%;
jupyter-client;https://github.com/jupyter/jupyter_client;False;;;https://github.com/jupyter/jupyter_client;https://github.com/jupyter/jupyter_client;33%;False;1/14;Different;True;0/1473;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
awscli-cwlogs;https://github.com/awscli-cwlogs/awscli-cwlogs;True;;;;;0%;True;13/13;Different;False;1470/1470;False;False;False;0%;
regex;https://github.com/regex/regex;True;;;;;0%;True;5/5;Different;False;1463/1463;False;False;False;0%;
nbconvert;https://github.com/jupyter/nbconvert;False;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;100%;False;0/9;Equal;True;0/1453;https://github.com/readthedocs/sphinx_rtd_theme;True;False;29.1%;Jupyter (Notebook%) - HTML (25.7%) - CSS (19.4%)
