Package name;OSSGadget PyPI URL;OSSGadget GitHub URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL
cycler;https://github.com/matplotlib/cycler;;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;https://github.com/matplotlib/cycler;;
filelock;https://github.com/benediktschmitt/py-filelock;;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;https://github.com/benediktschmitt/py-filelock;
h5py;;https://github.com/h5py/h5py;;;;;;;
termcolor;;;;;;;;;
google-auth-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;https://github.com/googleapis/google-auth-library-python-httplib2;;;https://github.com/googleapis/google-auth-library-python-httplib2;https://github.com/googleapis/google-auth-library-python-httplib2;;
psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;https://github.com/psycopg/psycopg2;;https://github.com/psycopg/psycopg2
google-cloud-bigquery;https://github.com/googleapis/python-bigquery;;https://github.com/googleapis/python-bigquery;;;https://github.com/googleapis/python-bigquery;https://github.com/googleapis/python-bigquery;https://github.com/open-telemetry/opentelemetry-python;https://github.com/googleapis/google-cloud-python
flake8;;;;;;;;;
gitpython;https://github.com/gitpython-developers/gitpython;;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;https://github.com/gitpython-developers/gitpython;;
dill;https://github.com/uqfoundation/dill;;;https://github.com/uqfoundation/dill;https://github.com/uqfoundation/dill;;https://github.com/uqfoundation/dill;;
pathlib2;https://github.com/mcmtroffaes/pathlib2;;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;https://github.com/mcmtroffaes/pathlib2;;
toml;https://github.com/uiri/toml;;https://github.com/uiri/toml;;;https://github.com/uiri/toml;https://github.com/uiri/toml;;https://github.com/uiri/toml
multidict;https://github.com/aio-libs/multidict;;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict;https://github.com/aio-libs/multidict
jupyter-core;;;;;;;;;
contextlib2;;;;https://github.com/jazzband/contextlib2;;;;;https://github.com/jazzband/contextlib2
nbformat;;;;;;;;;
isort;https://github.com/pycqa/isort;;;;https://github.com/pycqa/isort;https://github.com/pycqa/isort;https://github.com/pycqa/isort;;https://github.com/pycqa/isort
funcsigs;https://github.com/testing-cabal/funcsigs;;;;;;;;
sqlparse;https://github.com/andialbrecht/sqlparse;;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;https://github.com/andialbrecht/sqlparse;
pymongo;https://github.com/mongodb/mongo-python-driver;https://github.com/pymongo/pymongo;https://github.com/mongodb/mongo-python-driver;;;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;https://github.com/mongodb/mongo-python-driver;
ipykernel;;;;;;;;;
mistune;https://github.com/lepture/mistune;;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune;https://github.com/lepture/mistune-contrib;https://github.com/lepture/mistune;;https://github.com/lepture/mistune
docopt;https://github.com/docopt/docopt;https://github.com/docopt/docopt;;;;https://github.com/keleshev/schema;;;
jupyter-client;https://github.com/jupyter/jupyter_client;;;;;;https://github.com/jupyter/jupyter_client;https://github.com/jupyter/jupyter_client;https://github.com/jupyter/jupyter_client
awscli-cwlogs;;;;;;;;;
regex;;;;;;;;;
nbconvert;https://github.com/jupyter/nbconvert;;;;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert;https://github.com/jupyter/nbconvert
requests-toolbelt;https://github.com/requests/toolbelt;;;;;https://github.com/psf/requests;;;
notebook;;;;;;;;https://github.com/jupyter/notebook;
testpath;https://github.com/jupyter/testpath;;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;https://github.com/jupyter/testpath;
pandocfilters;https://github.com/jgm/pandocfilters;;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;https://github.com/jgm/pandocfilters;;
pyarrow;https://github.com/apache/arrow;;;;;;;;
terminado;https://github.com/jupyter/terminado;;https://github.com/jupyter/terminado;;;https://github.com/jupyter/terminado;https://github.com/jupyter/terminado;;
send2trash;https://github.com/arsenetar/send2trash;;https://github.com/arsenetar/send2trash;;;https://github.com/arsenetar/send2trash;https://github.com/arsenetar/send2trash;;
oauth2client;https://github.com/googleapis/oauth2client;;https://github.com/googleapis/oauth2client;;https://github.com/googleapis/oauth2client;;https://github.com/googleapis/oauth2client;https://github.com/googleapis/google-auth-library-python;
babel;;https://github.com/babel/babel;;https://github.com/python-babel/babel;;;;;
pytest-cov;https://github.com/pytest-dev/pytest-cov;;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov;https://github.com/pytest-dev/pytest-cov
azure-storage-common;https://github.com/azure/azure-storage-python;;https://github.com/azure/azure-storage-python;;;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python
retrying;https://github.com/rholder/retrying;;https://github.com/rholder/retrying;;;https://github.com/rholder/retrying;https://github.com/rholder/retrying;;https://github.com/rholder/retrying
jedi;https://github.com/davidhalter/jedi;;https://github.com/davidhalter/jedi;;;https://github.com/davidhalter/jedi;https://github.com/davidhalter/jedi;https://github.com/ipython/ipython;https://github.com/davidhalter/jedi
widgetsnbextension;;;;;;;;;
ipywidgets;;;;;;;;;
aiohttp;https://github.com/aio-libs/aiohttp;;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/aio-libs/aiohttp;https://github.com/psf/requests;https://github.com/aio-libs/aiohttp
scandir;https://github.com/benhoyt/scandir;;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;https://github.com/benhoyt/scandir;;https://github.com/benhoyt/scandir
parso;https://github.com/davidhalter/parso;;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso;https://github.com/davidhalter/parso
astroid;https://github.com/pycqa/astroid;;https://github.com/pycqa/astroid;https://github.com/pycqa/astroid;https://github.com/pycqa/astroid;https://github.com/pycqa/astroid;https://github.com/pycqa/astroid;;https://github.com/pycqa/astroid
gast;https://github.com/serge-sans-paille/gast;;https://github.com/serge-sans-paille/gast;https://github.com/serge-sans-paille/gast;https://github.com/serge-sans-paille/gast;;https://github.com/serge-sans-paille/gast;;
async-timeout;https://github.com/aio-libs/async-timeout;;https://github.com/aio-libs/async-timeout;https://github.com/aio-libs/async-timeout;;;https://github.com/aio-libs/async-timeout;;https://github.com/aio-libs/async-timeout
pylint;https://github.com/pycqa/pylint;;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint;https://github.com/pycqa/pylint
keras-preprocessing;https://github.com/keras-team/keras-preprocessing;;https://github.com/keras-team/keras-preprocessing;https://github.com/keras-team/keras-preprocessing;https://github.com/keras-team/keras-preprocessing;https://github.com/keras-team/keras-preprocessing;https://github.com/keras-team/keras-preprocessing;;
yarl;https://github.com/aio-libs/yarl;;https://github.com/aio-libs/yarl;https://github.com/aio-libs/yarl;https://github.com/aio-libs/yarl;https://github.com/aio-libs/multidict;https://github.com/aio-libs/yarl;https://github.com/aio-libs/yarl;https://github.com/aio-libs/yarl
adal;https://github.com/azuread/azure-activedirectory-library-for-python;;https://github.com/azuread/azure-activedirectory-library-for-python;;;https://github.com/azuread/azure-activedirectory-library-for-python;https://github.com/azuread/azure-activedirectory-library-for-python;https://github.com/azuread/azure-activedirectory-library-for-python;https://github.com/azuread/azure-activedirectory-library-for-python
networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;https://github.com/networkx/networkx;;https://github.com/networkx/networkx
zope-interface;https://github.com/zopefoundation/zope.interface;;https://github.com/zopefoundation/zope.interface;;;https://github.com/zopefoundation/zope.interface;https://github.com/zopefoundation/zope.interface;https://github.com/zopefoundation/zope.interface;
django;https://github.com/django/django;https://github.com/django/django;;;https://github.com/django/django;https://github.com/django/django;https://github.com/django/django;;
typing-extensions;https://github.com/python/typing;;;;;;https://github.com/python/typing;;
ujson;https://github.com/ultrajson/ultrajson;;https://github.com/ultrajson/ultrajson;;;https://github.com/ultrajson/ultrajson;https://github.com/ultrajson/ultrajson;;https://github.com/ultrajson/ultrajson
py4j;;;;https://github.com/bartdag/py4j;;;;;
keras-applications;https://github.com/keras-team/keras-applications;;https://github.com/keras-team/keras-applications;https://github.com/keras-team/keras-applications;https://github.com/keras-team/keras-applications;https://github.com/keras-team/keras-applications;https://github.com/keras-team/keras-applications;;
pymysql;https://github.com/pymysql/pymysql;https://github.com/pymysql/pymysql;https://github.com/pymysql/pymysql;;;;https://github.com/pymysql/pymysql;https://github.com/pymysql/pymysql;
datadog;https://github.com/datadog/datadogpy;;https://github.com/datadog/datadogpy;;https://github.com/datadog/datadogpy;https://github.com/datadog/datadogpy;https://github.com/datadog/datadogpy;https://github.com/datadog/datadogpy;
cloudpickle;https://github.com/cloudpipe/cloudpickle;;https://github.com/cloudpipe/cloudpickle;https://github.com/cloudpipe/cloudpickle;https://github.com/cloudpipe/cloudpickle;https://github.com/cloudpipe/cloudpickle;https://github.com/cloudpipe/cloudpickle;;https://github.com/cloudpipe/cloudpickle
qtconsole;https://github.com/jupyter/qtconsole;;;;https://github.com/jupyter/qtconsole;;;https://github.com/jupyter/qtconsole;
ordereddict;;;;;;;;;
jupyter-console;;;;;;;;;
dnspython;;;;https://github.com/rthalley/dnspython;;;;;
mako;https://github.com/sqlalchemy/mako;;;;https://github.com/sqlalchemy/mako;https://github.com/sqlalchemy/mako;https://github.com/sqlalchemy/mako;;
jupyter;;https://github.com/jupyter/jupyter;;;;;;;
tensorflow-metadata;https://github.com/tensorflow/metadata;;;;;https://github.com/tensorflow/metadata;https://github.com/tensorflow/metadata;;https://github.com/tensorflow/metadata
xlrd;;;;https://github.com/python-excel/xlrd;;;;https://github.com/python-excel/xlrd;
distlib;;;;;;;;;
pycrypto;;https://github.com/pycrypto/pycrypto;;https://github.com/pycrypto/pycrypto;;;;;
astor;https://github.com/berkerpeksag/astor;;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor;https://github.com/berkerpeksag/astor
backcall;https://github.com/takluyver/backcall;;https://github.com/takluyver/backcall;https://github.com/takluyver/backcall;https://github.com/takluyver/backcall;https://github.com/takluyver/backcall;https://github.com/takluyver/backcall;;https://github.com/takluyver/backcall
backports-functools-lru-cache;https://github.com/jaraco/backports.functools_lru_cache;;https://github.com/jaraco/backports.functools_lru_cache;;;https://github.com/jaraco/backports.functools_lru_cache;https://github.com/jaraco/backports.functools_lru_cache;;https://github.com/jaraco/backports.functools_lru_cache
simplegeneric;;;;;;;;;
cython;;https://github.com/cython/cython;;;;;;;
alembic;;https://github.com/alembic/alembic;;;;;;;
azure-devops;https://github.com/microsoft/azure-devops-python-api;;https://github.com/microsoft/azure-devops-python-api;;;https://github.com/microsoft/azure-devops-python-api;https://github.com/microsoft/azure-devops-python-api;;
pycryptodomex;https://github.com/legrandin/pycryptodome;;;;;https://github.com/legrandin/pycryptodome;https://github.com/legrandin/pycryptodome;;
msgpack;https://github.com/msgpack/msgpack-python;https://github.com/msgpack/msgpack;;;https://github.com/msgpack/msgpack-python;https://github.com/msgpack/msgpack-python;https://github.com/msgpack/msgpack-python;;https://github.com/msgpack/msgpack-python
greenlet;https://github.com/python-greenlet/greenlet;;;https://github.com/python-greenlet/greenlet;;https://github.com/python-greenlet/greenlet;;https://github.com/python-greenlet/greenlet;https://github.com/python-greenlet/greenlet
smart-open;https://github.com/rare-technologies/smart_open;;https://github.com/rare-technologies/smart_open;;;https://github.com/rare-technologies/smart_open;https://github.com/rare-technologies/smart_open;;https://github.com/rare-technologies/smart_open
xmltodict;https://github.com/martinblech/xmltodict;;https://github.com/martinblech/xmltodict;https://github.com/martinblech/xmltodict;https://github.com/martinblech/xmltodict;https://github.com/martinblech/xmltodict;https://github.com/martinblech/xmltodict;;
